draw_date,n1,n2,n3,n4,n5,s1,s2,source_year,era,era_code,main_pool,star_pool,era_weight,main_numbers,star_numbers,zone_signature,star_zone_signature,sum,odd_count,even_count,low_count,high_count,ball_machine,ball_set,draw_order_1,draw_order_2,draw_order_3,draw_order_4,draw_order_5,star_order_1,star_order_2,source_url,metadata_status,fetched_at
2011-08-19,6,14,16,28,31,2,11,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[6, 14, 16, 28, 31]","[2, 11]",1-2-1-1-0,1-0-1,95,1,4,3,2,,,,,,,,,,,,
2011-08-23,4,6,14,42,50,2,4,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[4, 6, 14, 42, 50]","[2, 4]",2-1-0-0-2,2-0-0,116,0,5,3,2,,,,,,,,,,,,
2011-08-26,12,22,25,33,45,5,7,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[12, 22, 25, 33, 45]","[5, 7]",0-1-2-1-1,0-2-0,137,3,2,3,2,,,,,,,,,,,,
2011-08-30,2,8,10,19,46,5,9,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[2, 8, 10, 19, 46]","[5, 9]",3-1-0-0-1,0-1-1,85,1,4,4,1,,,,,,,,,,,,
2011-09-02,12,26,37,38,44,4,7,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[12, 26, 37, 38, 44]","[4, 7]",0-1-1-2-1,1-1-0,157,1,4,1,4,,,,,,,,,,,,
2011-09-06,35,42,47,48,50,8,9,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[35, 42, 47, 48, 50]","[8, 9]",0-0-0-1-4,0-1-1,222,2,3,0,5,,,,,,,,,,,,
2011-09-09,5,21,28,31,34,1,2,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[5, 21, 28, 31, 34]","[1, 2]",1-0-2-2-0,2-0-0,119,3,2,2,3,,,,,,,,,,,,
2011-09-13,9,28,30,32,49,9,10,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[9, 28, 30, 32, 49]","[9, 10]",1-0-2-1-1,0-0-2,148,2,3,1,4,,,,,,,,,,,,
2011-09-16,2,8,17,39,42,3,10,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[2, 8, 17, 39, 42]","[3, 10]",2-1-0-1-1,1-0-1,108,2,3,3,2,,,,,,,,,,,,
2011-09-20,9,19,25,36,38,7,11,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[9, 19, 25, 36, 38]","[7, 11]",1-1-1-2-0,0-1-1,127,3,2,3,2,,,,,,,,,,,,
2011-09-23,6,14,33,34,48,2,6,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[6, 14, 33, 34, 48]","[2, 6]",1-1-0-2-1,1-1-0,135,1,4,2,3,,,,,,,,,,,,
2011-09-27,18,27,28,35,40,3,5,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[18, 27, 28, 35, 40]","[3, 5]",0-1-2-2-0,1-1-0,148,2,3,1,4,,,,,,,,,,,,
2011-09-30,5,15,28,31,44,1,6,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[5, 15, 28, 31, 44]","[1, 6]",1-1-1-1-1,1-1-0,123,3,2,2,3,,,,,,,,,,,,
2011-10-04,14,16,23,38,45,8,11,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[14, 16, 23, 38, 45]","[8, 11]",0-2-1-1-1,0-1-1,136,2,3,3,2,,,,,,,,,,,,
2011-10-07,18,26,34,38,42,5,8,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[18, 26, 34, 38, 42]","[5, 8]",0-1-1-2-1,0-2-0,158,0,5,1,4,,,,,,,,,,,,
2011-10-11,1,4,12,16,48,9,10,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 4, 12, 16, 48]","[9, 10]",2-2-0-0-1,0-0-2,81,1,4,4,1,,,,,,,,,,,,
2011-10-14,12,23,29,32,47,3,5,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[12, 23, 29, 32, 47]","[3, 5]",0-1-2-1-1,1-1-0,143,3,2,2,3,,,,,,,,,,,,
2011-10-18,18,23,37,46,48,2,10,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[18, 23, 37, 46, 48]","[2, 10]",0-1-1-1-2,1-0-1,172,2,3,2,3,,,,,,,,,,,,
2011-10-21,2,19,33,37,46,5,8,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[2, 19, 33, 37, 46]","[5, 8]",1-1-0-2-1,0-2-0,137,3,2,2,3,,,,,,,,,,,,
2011-10-25,12,22,27,28,39,4,10,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[12, 22, 27, 28, 39]","[4, 10]",0-1-3-1-0,1-0-1,128,2,3,2,3,,,,,,,,,,,,
2011-10-28,16,17,20,39,50,4,8,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[16, 17, 20, 39, 50]","[4, 8]",0-3-0-1-1,1-1-0,142,2,3,3,2,,,,,,,,,,,,
2011-11-01,14,20,23,45,46,1,11,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[14, 20, 23, 45, 46]","[1, 11]",0-2-1-0-2,1-0-1,148,2,3,3,2,,,,,,,,,,,,
2011-11-04,11,14,41,43,50,2,9,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[11, 14, 41, 43, 50]","[2, 9]",0-2-0-0-3,1-0-1,159,3,2,2,3,,,,,,,,,,,,
2011-11-08,1,4,15,29,40,1,5,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 4, 15, 29, 40]","[1, 5]",2-1-1-1-0,1-1-0,89,3,2,3,2,,,,,,,,,,,,
2011-11-11,1,4,18,23,30,3,7,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 4, 18, 23, 30]","[3, 7]",2-1-2-0-0,1-1-0,76,2,3,4,1,,,,,,,,,,,,
2011-11-15,6,17,22,45,47,3,11,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[6, 17, 22, 45, 47]","[3, 11]",1-1-1-0-2,1-0-1,137,3,2,3,2,,,,,,,,,,,,
2011-11-18,4,12,24,39,44,2,4,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[4, 12, 24, 39, 44]","[2, 4]",1-1-1-1-1,2-0-0,123,1,4,3,2,,,,,,,,,,,,
2011-11-22,16,18,24,38,40,2,4,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[16, 18, 24, 38, 40]","[2, 4]",0-2-1-2-0,2-0-0,136,0,5,3,2,,,,,,,,,,,,
2011-11-25,14,19,26,28,34,5,8,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[14, 19, 26, 28, 34]","[5, 8]",0-2-2-1-0,0-2-0,121,1,4,2,3,,,,,,,,,,,,
2011-11-29,11,25,41,45,50,2,7,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[11, 25, 41, 45, 50]","[2, 7]",0-1-1-0-3,1-1-0,172,4,1,2,3,,,,,,,,,,,,
2011-12-02,7,27,30,40,43,8,9,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[7, 27, 30, 40, 43]","[8, 9]",1-0-2-1-1,0-1-1,147,3,2,1,4,,,,,,,,,,,,
2011-12-06,19,20,21,34,38,3,9,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[19, 20, 21, 34, 38]","[3, 9]",0-2-1-2-0,1-0-1,132,2,3,3,2,,,,,,,,,,,,
2011-12-09,12,21,29,44,47,1,2,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[12, 21, 29, 44, 47]","[1, 2]",0-1-2-0-2,2-0-0,153,3,2,2,3,,,,,,,,,,,,
2011-12-13,7,12,18,33,37,1,11,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[7, 12, 18, 33, 37]","[1, 11]",1-2-0-2-0,1-0-1,107,3,2,3,2,,,,,,,,,,,,
2011-12-16,2,5,10,23,31,2,5,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[2, 5, 10, 23, 31]","[2, 5]",3-0-1-1-0,1-1-0,71,3,2,4,1,,,,,,,,,,,,
2011-12-20,1,9,12,14,48,1,7,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 9, 12, 14, 48]","[1, 7]",2-2-0-0-1,1-1-0,84,2,3,4,1,,,,,,,,,,,,
2011-12-23,7,21,22,24,28,1,11,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[7, 21, 22, 24, 28]","[1, 11]",1-0-4-0-0,1-0-1,102,2,3,4,1,,,,,,,,,,,,
2011-12-27,19,21,25,26,44,3,7,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[19, 21, 25, 26, 44]","[3, 7]",0-1-3-0-1,1-1-0,135,3,2,3,2,,,,,,,,,,,,
2011-12-30,16,36,43,44,50,7,8,2011,Era 2: 2011-2016,era_2,50,11,0.5,"[16, 36, 43, 44, 50]","[7, 8]",0-1-0-1-3,0-2-0,189,1,4,1,4,,,,,,,,,,,,
2012-01-03,3,30,42,45,49,5,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[3, 30, 42, 45, 49]","[5, 10]",1-0-1-0-3,0-1-1,169,3,2,1,4,,,,,,,,,,,,
2012-01-06,1,6,10,12,31,2,7,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 6, 10, 12, 31]","[2, 7]",3-1-0-1-0,1-1-0,60,2,3,4,1,,,,,,,,,,,,
2012-01-10,4,9,10,30,40,2,9,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[4, 9, 10, 30, 40]","[2, 9]",3-0-1-1-0,1-0-1,93,1,4,3,2,,,,,,,,,,,,
2012-01-13,13,14,21,27,39,6,8,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[13, 14, 21, 27, 39]","[6, 8]",0-2-2-1-0,0-2-0,114,4,1,3,2,,,,,,,,,,,,
2012-01-17,12,22,30,31,44,5,6,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[12, 22, 30, 31, 44]","[5, 6]",0-1-2-1-1,0-2-0,139,1,4,2,3,,,,,,,,,,,,
2012-01-20,2,10,22,27,28,6,8,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[2, 10, 22, 27, 28]","[6, 8]",2-0-3-0-0,0-2-0,89,1,4,3,2,,,,,,,,,,,,
2012-01-24,1,2,6,20,36,8,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 2, 6, 20, 36]","[8, 11]",3-1-0-1-0,0-1-1,65,1,4,4,1,,,,,,,,,,,,
2012-01-27,10,13,19,39,44,2,6,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[10, 13, 19, 39, 44]","[2, 6]",1-2-0-1-1,1-1-0,125,3,2,3,2,,,,,,,,,,,,
2012-01-31,9,34,38,43,45,2,4,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[9, 34, 38, 43, 45]","[2, 4]",1-0-0-2-2,2-0-0,169,3,2,1,4,,,,,,,,,,,,
2012-02-03,16,19,20,25,28,1,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[16, 19, 20, 25, 28]","[1, 10]",0-3-2-0-0,1-0-1,108,2,3,4,1,,,,,,,,,,,,
2012-02-07,3,15,17,28,33,2,4,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[3, 15, 17, 28, 33]","[2, 4]",1-2-1-1-0,2-0-0,96,4,1,3,2,,,,,,,,,,,,
2012-02-10,3,8,14,31,41,7,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[3, 8, 14, 31, 41]","[7, 11]",2-1-0-1-1,0-1-1,97,3,2,3,2,,,,,,,,,,,,
2012-02-14,14,27,36,42,46,8,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[14, 27, 36, 42, 46]","[8, 11]",0-1-1-1-2,0-1-1,165,1,4,1,4,,,,,,,,,,,,
2012-02-17,4,11,28,38,47,10,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[4, 11, 28, 38, 47]","[10, 11]",1-1-1-1-1,0-0-2,128,2,3,2,3,,,,,,,,,,,,
2012-02-21,11,14,24,25,29,7,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[11, 14, 24, 25, 29]","[7, 11]",0-2-3-0-0,0-1-1,103,3,2,4,1,,,,,,,,,,,,
2012-02-24,3,7,12,26,34,8,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[3, 7, 12, 26, 34]","[8, 10]",2-1-1-1-0,0-1-1,82,2,3,3,2,,,,,,,,,,,,
2012-02-28,1,10,17,33,48,2,3,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 10, 17, 33, 48]","[2, 3]",2-1-0-1-1,2-0-0,109,3,2,3,2,,,,,,,,,,,,
2012-03-02,5,6,11,30,44,2,6,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[5, 6, 11, 30, 44]","[2, 6]",2-1-1-0-1,1-1-0,96,2,3,3,2,,,,,,,,,,,,
2012-03-06,23,24,27,37,47,2,6,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[23, 24, 27, 37, 47]","[2, 6]",0-0-3-1-1,1-1-0,158,4,1,2,3,,,,,,,,,,,,
2012-03-09,3,32,36,39,47,6,9,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[3, 32, 36, 39, 47]","[6, 9]",1-0-0-3-1,0-1-1,157,3,2,1,4,,,,,,,,,,,,
2012-03-13,1,10,25,43,47,8,9,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 10, 25, 43, 47]","[8, 9]",2-0-1-0-2,0-1-1,126,4,1,3,2,,,,,,,,,,,,
2012-03-16,3,4,12,23,50,4,7,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[3, 4, 12, 23, 50]","[4, 7]",2-1-1-0-1,1-1-0,92,2,3,4,1,,,,,,,,,,,,
2012-03-20,15,16,28,30,46,3,4,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[15, 16, 28, 30, 46]","[3, 4]",0-2-2-0-1,2-0-0,135,1,4,2,3,,,,,,,,,,,,
2012-03-23,9,15,23,31,50,8,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[9, 15, 23, 31, 50]","[8, 11]",1-1-1-1-1,0-1-1,128,4,1,3,2,,,,,,,,,,,,
2012-03-27,24,27,29,34,36,7,8,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[24, 27, 29, 34, 36]","[7, 8]",0-0-3-2-0,0-2-0,150,2,3,1,4,,,,,,,,,,,,
2012-03-30,4,17,23,36,46,6,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[4, 17, 23, 36, 46]","[6, 10]",1-1-1-1-1,0-1-1,126,2,3,3,2,,,,,,,,,,,,
2012-04-03,1,8,18,25,30,9,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 8, 18, 25, 30]","[9, 10]",2-1-2-0-0,0-0-2,82,2,3,4,1,,,,,,,,,,,,
2012-04-06,11,20,30,35,45,2,3,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[11, 20, 30, 35, 45]","[2, 3]",0-2-1-1-1,2-0-0,141,3,2,2,3,,,,,,,,,,,,
2012-04-10,22,25,27,36,37,5,9,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[22, 25, 27, 36, 37]","[5, 9]",0-0-3-2-0,0-1-1,147,3,2,2,3,,,,,,,,,,,,
2012-04-13,8,13,26,39,43,3,5,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[8, 13, 26, 39, 43]","[3, 5]",1-1-1-1-1,1-1-0,129,3,2,2,3,,,,,,,,,,,,
2012-04-17,10,28,33,48,49,1,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[10, 28, 33, 48, 49]","[1, 10]",1-0-1-1-2,1-0-1,168,2,3,1,4,,,,,,,,,,,,
2012-04-20,3,6,29,32,41,10,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[3, 6, 29, 32, 41]","[10, 11]",2-0-1-1-1,0-0-2,111,3,2,2,3,,,,,,,,,,,,
2012-04-24,8,9,24,43,48,3,5,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[8, 9, 24, 43, 48]","[3, 5]",2-0-1-0-2,1-1-0,132,2,3,3,2,,,,,,,,,,,,
2012-04-27,20,27,30,36,43,1,6,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[20, 27, 30, 36, 43]","[1, 6]",0-1-2-1-1,1-1-0,156,2,3,1,4,,,,,,,,,,,,
2012-05-01,4,5,15,19,41,9,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[4, 5, 15, 19, 41]","[9, 11]",2-2-0-0-1,0-0-2,84,4,1,4,1,,,,,,,,,,,,
2012-05-04,3,26,39,40,41,1,2,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[3, 26, 39, 40, 41]","[1, 2]",1-0-1-2-1,2-0-0,149,3,2,1,4,,,,,,,,,,,,
2012-05-08,3,21,34,38,48,5,8,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[3, 21, 34, 38, 48]","[5, 8]",1-0-1-2-1,0-2-0,144,2,3,2,3,,,,,,,,,,,,
2012-05-11,1,13,17,38,44,2,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 13, 17, 38, 44]","[2, 11]",1-2-0-1-1,1-0-1,113,3,2,3,2,,,,,,,,,,,,
2012-05-15,2,11,13,26,50,2,5,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[2, 11, 13, 26, 50]","[2, 5]",1-2-1-0-1,1-1-0,102,2,3,3,2,,,,,,,,,,,,
2012-05-18,13,29,43,47,50,9,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[13, 29, 43, 47, 50]","[9, 11]",0-1-1-0-3,0-0-2,182,4,1,1,4,,,,,,,,,,,,
2012-05-22,16,31,32,37,41,1,7,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[16, 31, 32, 37, 41]","[1, 7]",0-1-0-3-1,1-1-0,157,3,2,1,4,,,,,,,,,,,,
2012-05-25,12,22,35,46,49,2,8,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[12, 22, 35, 46, 49]","[2, 8]",0-1-1-1-2,1-1-0,164,2,3,2,3,,,,,,,,,,,,
2012-05-29,8,15,17,25,28,3,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[8, 15, 17, 25, 28]","[3, 11]",1-2-2-0-0,1-0-1,93,3,2,4,1,,,,,,,,,,,,
2012-06-01,2,4,14,26,36,9,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[2, 4, 14, 26, 36]","[9, 10]",2-1-1-1-0,0-0-2,82,0,5,3,2,,,,,,,,,,,,
2012-06-05,13,34,37,47,49,8,9,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[13, 34, 37, 47, 49]","[8, 9]",0-1-0-2-2,0-1-1,180,4,1,1,4,,,,,,,,,,,,
2012-06-08,5,11,22,34,40,9,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[5, 11, 22, 34, 40]","[9, 11]",1-1-1-2-0,0-0-2,112,2,3,3,2,,,,,,,,,,,,
2012-06-12,8,15,26,30,48,9,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[8, 15, 26, 30, 48]","[9, 10]",1-1-2-0-1,0-0-2,127,1,4,2,3,,,,,,,,,,,,
2012-06-15,10,22,27,38,48,3,7,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[10, 22, 27, 38, 48]","[3, 7]",1-0-2-1-1,1-1-0,145,1,4,2,3,,,,,,,,,,,,
2012-06-19,7,17,20,35,50,5,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[7, 17, 20, 35, 50]","[5, 11]",1-2-0-1-1,0-1-1,129,3,2,3,2,,,,,,,,,,,,
2012-06-22,14,18,19,43,49,3,7,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[14, 18, 19, 43, 49]","[3, 7]",0-3-0-0-2,1-1-0,143,3,2,3,2,,,,,,,,,,,,
2012-06-26,1,11,20,22,35,8,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 11, 20, 22, 35]","[8, 10]",1-2-1-1-0,0-1-1,89,3,2,4,1,,,,,,,,,,,,
2012-06-29,14,17,28,29,39,1,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[14, 17, 28, 29, 39]","[1, 11]",0-2-2-1-0,1-0-1,127,3,2,2,3,,,,,,,,,,,,
2012-07-03,2,7,22,27,40,3,6,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[2, 7, 22, 27, 40]","[3, 6]",2-0-2-1-0,1-1-0,98,2,3,3,2,,,,,,,,,,,,
2012-07-06,31,32,38,40,42,1,3,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[31, 32, 38, 40, 42]","[1, 3]",0-0-0-4-1,2-0-0,183,1,4,0,5,,,,,,,,,,,,
2012-07-10,1,3,16,24,37,1,8,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 3, 16, 24, 37]","[1, 8]",2-1-1-1-0,1-1-0,81,3,2,4,1,,,,,,,,,,,,
2012-07-13,8,18,25,35,46,4,9,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[8, 18, 25, 35, 46]","[4, 9]",1-1-1-1-1,1-0-1,132,2,3,3,2,,,,,,,,,,,,
2012-07-17,2,7,24,43,46,8,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[2, 7, 24, 43, 46]","[8, 10]",2-0-1-0-2,0-1-1,122,2,3,3,2,,,,,,,,,,,,
2012-07-20,10,19,23,45,49,9,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[10, 19, 23, 45, 49]","[9, 10]",1-1-1-0-2,0-0-2,146,4,1,3,2,,,,,,,,,,,,
2012-07-24,4,16,18,25,44,1,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[4, 16, 18, 25, 44]","[1, 11]",1-2-1-0-1,1-0-1,107,1,4,4,1,,,,,,,,,,,,
2012-07-27,14,15,21,23,48,2,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[14, 15, 21, 23, 48]","[2, 10]",0-2-2-0-1,1-0-1,121,3,2,4,1,,,,,,,,,,,,
2012-07-31,4,29,35,36,39,8,9,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[4, 29, 35, 36, 39]","[8, 9]",1-0-1-3-0,0-1-1,143,3,2,1,4,,,,,,,,,,,,
2012-08-03,24,34,35,42,46,1,5,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[24, 34, 35, 42, 46]","[1, 5]",0-0-1-2-2,1-1-0,181,1,4,1,4,,,,,,,,,,,,
2012-08-07,20,27,34,46,50,2,3,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[20, 27, 34, 46, 50]","[2, 3]",0-1-1-1-2,2-0-0,177,1,4,1,4,,,,,,,,,,,,
2012-08-10,11,17,21,48,50,9,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[11, 17, 21, 48, 50]","[9, 10]",0-2-1-0-2,0-0-2,147,3,2,3,2,,,,,,,,,,,,
2012-08-14,1,16,38,42,45,9,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 16, 38, 42, 45]","[9, 10]",1-1-0-1-2,0-0-2,142,2,3,2,3,,,,,,,,,,,,
2012-08-17,19,25,28,33,44,2,8,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[19, 25, 28, 33, 44]","[2, 8]",0-1-2-1-1,1-1-0,149,3,2,2,3,,,,,,,,,,,,
2012-08-21,4,5,17,38,48,3,4,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[4, 5, 17, 38, 48]","[3, 4]",2-1-0-1-1,2-0-0,112,2,3,3,2,,,,,,,,,,,,
2012-08-24,5,6,12,19,37,3,7,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[5, 6, 12, 19, 37]","[3, 7]",2-2-0-1-0,1-1-0,79,3,2,4,1,,,,,,,,,,,,
2012-08-28,1,18,25,26,44,4,5,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 18, 25, 26, 44]","[4, 5]",1-1-2-0-1,1-1-0,114,2,3,3,2,,,,,,,,,,,,
2012-08-31,16,28,31,33,48,7,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[16, 28, 31, 33, 48]","[7, 11]",0-1-1-2-1,0-1-1,156,2,3,1,4,,,,,,,,,,,,
2012-09-04,11,17,18,39,44,5,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[11, 17, 18, 39, 44]","[5, 10]",0-3-0-1-1,0-1-1,129,3,2,3,2,,,,,,,,,,,,
2012-09-07,13,15,30,35,42,4,6,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[13, 15, 30, 35, 42]","[4, 6]",0-2-1-1-1,1-1-0,135,3,2,2,3,,,,,,,,,,,,
2012-09-11,6,15,22,37,44,2,4,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[6, 15, 22, 37, 44]","[2, 4]",1-1-1-1-1,2-0-0,124,2,3,3,2,,,,,,,,,,,,
2012-09-14,3,10,23,27,44,7,9,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[3, 10, 23, 27, 44]","[7, 9]",2-0-2-0-1,0-1-1,107,3,2,3,2,,,,,,,,,,,,
2012-09-18,6,7,38,39,44,7,9,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[6, 7, 38, 39, 44]","[7, 9]",2-0-0-2-1,0-1-1,134,2,3,2,3,,,,,,,,,,,,
2012-09-21,4,19,34,41,43,7,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[4, 19, 34, 41, 43]","[7, 11]",1-1-0-1-2,0-1-1,141,3,2,2,3,,,,,,,,,,,,
2012-09-25,7,25,27,48,49,1,4,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[7, 25, 27, 48, 49]","[1, 4]",1-0-2-0-2,2-0-0,156,4,1,2,3,,,,,,,,,,,,
2012-09-28,20,23,26,30,33,6,9,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[20, 23, 26, 30, 33]","[6, 9]",0-1-3-1-0,0-1-1,132,2,3,2,3,,,,,,,,,,,,
2012-10-02,4,16,21,36,42,7,8,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[4, 16, 21, 36, 42]","[7, 8]",1-1-1-1-1,0-2-0,119,1,4,3,2,,,,,,,,,,,,
2012-10-05,9,16,18,19,21,2,3,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[9, 16, 18, 19, 21]","[2, 3]",1-3-1-0-0,2-0-0,83,3,2,5,0,,,,,,,,,,,,
2012-10-09,2,8,10,23,25,8,9,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[2, 8, 10, 23, 25]","[8, 9]",3-0-2-0-0,0-1-1,68,2,3,5,0,,,,,,,,,,,,
2012-10-12,6,7,17,35,43,2,8,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[6, 7, 17, 35, 43]","[2, 8]",2-1-0-1-1,1-1-0,108,4,1,3,2,,,,,,,,,,,,
2012-10-16,10,32,40,41,49,2,8,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[10, 32, 40, 41, 49]","[2, 8]",1-0-0-2-2,1-1-0,172,2,3,1,4,,,,,,,,,,,,
2012-10-19,16,29,37,40,44,8,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[16, 29, 37, 40, 44]","[8, 10]",0-1-1-2-1,0-1-1,166,2,3,1,4,,,,,,,,,,,,
2012-10-23,1,28,35,38,50,2,10,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[1, 28, 35, 38, 50]","[2, 10]",1-0-1-2-1,1-0-1,152,2,3,1,4,,,,,,,,,,,,
2012-10-26,5,6,9,27,38,5,11,2012,Era 2: 2011-2016,era_2,50,11,0.5,"[5, 6, 9, 27, 38]","[5, 11]",3-0-1-1-0,0-1-1,85,3,2,3,2,,,,,,,,,,,,
