draw_date,n1,n2,n3,n4,n5,s1,s2,source_year,era,era_code,main_pool,star_pool,era_weight,main_numbers,star_numbers,zone_signature,star_zone_signature,sum,odd_count,even_count,low_count,high_count,ball_machine,ball_set,draw_order_1,draw_order_2,draw_order_3,draw_order_4,draw_order_5,star_order_1,star_order_2,source_url,metadata_status,fetched_at
2017-03-17,6,10,19,29,36,3,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[6, 10, 19, 29, 36]","[3, 9]",2-1-1-1-0,1-0-1,100,2,3,3,2,,,,,,,,,,,,
2017-03-21,1,20,23,44,47,4,11,2017,Era 3: 2016-current,era_3,50,12,1.0,"[1, 20, 23, 44, 47]","[4, 11]",1-1-1-0-2,1-0-1,135,3,2,3,2,,,,,,,,,,,,
2017-03-24,2,17,21,27,34,5,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[2, 17, 21, 27, 34]","[5, 9]",1-1-2-1-0,0-1-1,101,3,2,3,2,,,,,,,,,,,,
2017-03-28,9,13,31,33,46,6,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[9, 13, 31, 33, 46]","[6, 10]",1-1-0-2-1,0-1-1,132,4,1,2,3,,,,,,,,,,,,
2017-03-31,17,24,26,28,45,4,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[17, 24, 26, 28, 45]","[4, 12]",0-1-3-0-1,1-0-1,140,2,3,2,3,,,,,,,,,,,,
2017-04-04,1,9,24,33,34,2,6,2017,Era 3: 2016-current,era_3,50,12,1.0,"[1, 9, 24, 33, 34]","[2, 6]",2-0-1-2-0,1-1-0,101,3,2,3,2,,,,,,,,,,,,
2017-04-07,2,10,19,35,50,6,7,2017,Era 3: 2016-current,era_3,50,12,1.0,"[2, 10, 19, 35, 50]","[6, 7]",2-1-0-1-1,0-2-0,116,2,3,3,2,,,,,,,,,,,,
2017-04-11,5,21,22,31,49,2,8,2017,Era 3: 2016-current,era_3,50,12,1.0,"[5, 21, 22, 31, 49]","[2, 8]",1-0-2-1-1,1-1-0,128,4,1,3,2,,,,,,,,,,,,
2017-04-14,4,14,20,23,33,6,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[4, 14, 20, 23, 33]","[6, 10]",1-2-1-1-0,0-1-1,94,2,3,4,1,,,,,,,,,,,,
2017-04-18,17,22,31,38,45,5,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[17, 22, 31, 38, 45]","[5, 12]",0-1-1-2-1,0-1-1,153,3,2,2,3,,,,,,,,,,,,
2017-04-21,2,13,16,22,49,4,5,2017,Era 3: 2016-current,era_3,50,12,1.0,"[2, 13, 16, 22, 49]","[4, 5]",1-2-1-0-1,1-1-0,102,2,3,4,1,,,,,,,,,,,,
2017-04-25,9,11,19,32,43,3,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[9, 11, 19, 32, 43]","[3, 9]",1-2-0-1-1,1-0-1,114,4,1,3,2,,,,,,,,,,,,
2017-04-28,14,20,25,30,39,2,8,2017,Era 3: 2016-current,era_3,50,12,1.0,"[14, 20, 25, 30, 39]","[2, 8]",0-2-2-1-0,1-1-0,128,2,3,3,2,,,,,,,,,,,,
2017-05-02,6,19,23,25,27,11,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[6, 19, 23, 25, 27]","[11, 12]",1-1-3-0-0,0-0-2,100,4,1,4,1,,,,,,,,,,,,
2017-05-05,3,7,30,35,43,1,3,2017,Era 3: 2016-current,era_3,50,12,1.0,"[3, 7, 30, 35, 43]","[1, 3]",2-0-1-1-1,2-0-0,118,4,1,2,3,,,,,,,,,,,,
2017-05-09,8,12,16,22,26,6,7,2017,Era 3: 2016-current,era_3,50,12,1.0,"[8, 12, 16, 22, 26]","[6, 7]",1-2-2-0-0,0-2-0,84,0,5,4,1,,,,,,,,,,,,
2017-05-12,2,20,28,29,44,3,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[2, 20, 28, 29, 44]","[3, 9]",1-1-2-0-1,1-0-1,123,1,4,2,3,,,,,,,,,,,,
2017-05-16,8,11,15,20,30,3,8,2017,Era 3: 2016-current,era_3,50,12,1.0,"[8, 11, 15, 20, 30]","[3, 8]",1-3-1-0-0,1-1-0,84,2,3,4,1,,,,,,,,,,,,
2017-05-19,9,11,12,19,30,4,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[9, 11, 12, 19, 30]","[4, 9]",1-3-1-0-0,1-0-1,81,3,2,4,1,,,,,,,,,,,,
2017-05-23,8,15,25,27,42,1,4,2017,Era 3: 2016-current,era_3,50,12,1.0,"[8, 15, 25, 27, 42]","[1, 4]",1-1-2-0-1,2-0-0,117,3,2,3,2,,,,,,,,,,,,
2017-05-26,5,7,26,36,39,2,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[5, 7, 26, 36, 39]","[2, 10]",2-0-1-2-0,1-0-1,113,3,2,2,3,,,,,,,,,,,,
2017-05-30,7,12,27,38,48,6,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[7, 12, 27, 38, 48]","[6, 9]",1-1-1-1-1,0-1-1,132,2,3,2,3,,,,,,,,,,,,
2017-06-02,8,10,24,33,42,3,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[8, 10, 24, 33, 42]","[3, 9]",2-0-1-1-1,1-0-1,117,1,4,3,2,,,,,,,,,,,,
2017-06-06,20,22,25,37,40,3,7,2017,Era 3: 2016-current,era_3,50,12,1.0,"[20, 22, 25, 37, 40]","[3, 7]",0-1-2-2-0,1-1-0,144,2,3,3,2,,,,,,,,,,,,
2017-06-09,9,20,27,39,43,10,11,2017,Era 3: 2016-current,era_3,50,12,1.0,"[9, 20, 27, 39, 43]","[10, 11]",1-1-1-1-1,0-0-2,138,4,1,2,3,,,,,,,,,,,,
2017-06-13,3,12,22,27,49,4,11,2017,Era 3: 2016-current,era_3,50,12,1.0,"[3, 12, 22, 27, 49]","[4, 11]",1-1-2-0-1,1-0-1,113,3,2,3,2,,,,,,,,,,,,
2017-06-16,15,17,38,41,42,9,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[15, 17, 38, 41, 42]","[9, 12]",0-2-0-1-2,0-0-2,153,3,2,2,3,,,,,,,,,,,,
2017-06-20,11,18,26,43,44,8,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[11, 18, 26, 43, 44]","[8, 10]",0-2-1-0-2,0-1-1,142,2,3,2,3,,,,,,,,,,,,
2017-06-23,3,4,21,31,38,3,7,2017,Era 3: 2016-current,era_3,50,12,1.0,"[3, 4, 21, 31, 38]","[3, 7]",2-0-1-2-0,1-1-0,97,3,2,3,2,,,,,,,,,,,,
2017-06-27,9,17,21,28,45,1,3,2017,Era 3: 2016-current,era_3,50,12,1.0,"[9, 17, 21, 28, 45]","[1, 3]",1-1-2-0-1,2-0-0,120,4,1,3,2,,,,,,,,,,,,
2017-06-30,17,35,39,47,50,6,8,2017,Era 3: 2016-current,era_3,50,12,1.0,"[17, 35, 39, 47, 50]","[6, 8]",0-1-0-2-2,0-2-0,188,4,1,1,4,,,,,,,,,,,,
2017-07-04,10,22,25,37,49,5,8,2017,Era 3: 2016-current,era_3,50,12,1.0,"[10, 22, 25, 37, 49]","[5, 8]",1-0-2-1-1,0-2-0,143,3,2,3,2,,,,,,,,,,,,
2017-07-07,11,20,35,37,45,3,6,2017,Era 3: 2016-current,era_3,50,12,1.0,"[11, 20, 35, 37, 45]","[3, 6]",0-2-0-2-1,1-1-0,148,4,1,2,3,,,,,,,,,,,,
2017-07-11,14,22,26,42,50,8,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[14, 22, 26, 42, 50]","[8, 10]",0-1-2-0-2,0-1-1,154,0,5,2,3,,,,,,,,,,,,
2017-07-14,11,14,20,21,47,7,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[11, 14, 20, 21, 47]","[7, 10]",0-3-1-0-1,0-1-1,113,3,2,4,1,,,,,,,,,,,,
2017-07-18,1,25,27,41,45,5,7,2017,Era 3: 2016-current,era_3,50,12,1.0,"[1, 25, 27, 41, 45]","[5, 7]",1-0-2-0-2,0-2-0,139,5,0,2,3,,,,,,,,,,,,
2017-07-21,1,8,9,26,49,5,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[1, 8, 9, 26, 49]","[5, 9]",3-0-1-0-1,0-1-1,93,3,2,3,2,,,,,,,,,,,,
2017-07-25,12,14,43,44,48,2,11,2017,Era 3: 2016-current,era_3,50,12,1.0,"[12, 14, 43, 44, 48]","[2, 11]",0-2-0-0-3,1-0-1,161,1,4,2,3,,,,,,,,,,,,
2017-07-28,5,9,29,31,41,2,4,2017,Era 3: 2016-current,era_3,50,12,1.0,"[5, 9, 29, 31, 41]","[2, 4]",2-0-1-1-1,2-0-0,115,5,0,2,3,,,,,,,,,,,,
2017-08-01,14,21,24,29,30,8,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[14, 21, 24, 29, 30]","[8, 10]",0-1-4-0-0,0-1-1,118,2,3,3,2,,,,,,,,,,,,
2017-08-04,29,30,36,40,41,2,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[29, 30, 36, 40, 41]","[2, 9]",0-0-2-2-1,1-0-1,176,2,3,0,5,,,,,,,,,,,,
2017-08-08,15,25,26,40,41,4,5,2017,Era 3: 2016-current,era_3,50,12,1.0,"[15, 25, 26, 40, 41]","[4, 5]",0-1-2-1-1,1-1-0,147,3,2,2,3,,,,,,,,,,,,
2017-08-11,18,28,39,46,48,5,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[18, 28, 39, 46, 48]","[5, 12]",0-1-1-1-2,0-1-1,179,1,4,1,4,,,,,,,,,,,,
2017-08-15,10,14,30,35,46,4,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[10, 14, 30, 35, 46]","[4, 10]",1-1-1-1-1,1-0-1,135,1,4,2,3,,,,,,,,,,,,
2017-08-18,2,24,39,42,45,2,8,2017,Era 3: 2016-current,era_3,50,12,1.0,"[2, 24, 39, 42, 45]","[2, 8]",1-0-1-1-2,1-1-0,152,2,3,2,3,,,,,,,,,,,,
2017-08-22,3,10,12,17,27,3,5,2017,Era 3: 2016-current,era_3,50,12,1.0,"[3, 10, 12, 17, 27]","[3, 5]",2-2-1-0-0,1-1-0,69,3,2,4,1,,,,,,,,,,,,
2017-08-25,1,5,7,15,47,9,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[1, 5, 7, 15, 47]","[9, 12]",3-1-0-0-1,0-0-2,75,5,0,4,1,,,,,,,,,,,,
2017-08-29,4,12,15,32,38,1,5,2017,Era 3: 2016-current,era_3,50,12,1.0,"[4, 12, 15, 32, 38]","[1, 5]",1-2-0-2-0,1-1-0,101,1,4,3,2,,,,,,,,,,,,
2017-09-01,3,7,8,14,49,5,8,2017,Era 3: 2016-current,era_3,50,12,1.0,"[3, 7, 8, 14, 49]","[5, 8]",3-1-0-0-1,0-2-0,81,3,2,4,1,,,,,,,,,,,,
2017-09-05,6,9,18,28,29,1,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[6, 9, 18, 28, 29]","[1, 9]",2-1-2-0-0,1-0-1,90,2,3,3,2,,,,,,,,,,,,
2017-09-08,9,24,42,47,49,1,5,2017,Era 3: 2016-current,era_3,50,12,1.0,"[9, 24, 42, 47, 49]","[1, 5]",1-0-1-0-3,1-1-0,171,3,2,2,3,,,,,,,,,,,,
2017-09-12,10,17,27,29,35,4,11,2017,Era 3: 2016-current,era_3,50,12,1.0,"[10, 17, 27, 29, 35]","[4, 11]",1-1-2-1-0,1-0-1,118,4,1,2,3,,,,,,,,,,,,
2017-09-15,13,18,37,44,49,9,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[13, 18, 37, 44, 49]","[9, 12]",0-2-0-1-2,0-0-2,161,3,2,2,3,,,,,,,,,,,,
2017-09-19,1,8,21,30,45,2,3,2017,Era 3: 2016-current,era_3,50,12,1.0,"[1, 8, 21, 30, 45]","[2, 3]",2-0-2-0-1,2-0-0,105,3,2,3,2,,,,,,,,,,,,
2017-09-22,6,11,31,39,42,1,3,2017,Era 3: 2016-current,era_3,50,12,1.0,"[6, 11, 31, 39, 42]","[1, 3]",1-1-0-2-1,2-0-0,129,3,2,2,3,,,,,,,,,,,,
2017-09-26,1,29,40,41,48,6,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[1, 29, 40, 41, 48]","[6, 12]",1-0-1-1-2,0-1-1,159,3,2,1,4,,,,,,,,,,,,
2017-09-29,7,18,19,32,48,3,7,2017,Era 3: 2016-current,era_3,50,12,1.0,"[7, 18, 19, 32, 48]","[3, 7]",1-2-0-1-1,1-1-0,124,2,3,3,2,,,,,,,,,,,,
2017-10-03,6,24,32,48,50,1,5,2017,Era 3: 2016-current,era_3,50,12,1.0,"[6, 24, 32, 48, 50]","[1, 5]",1-0-1-1-2,1-1-0,160,0,5,2,3,,,,,,,,,,,,
2017-10-06,1,9,15,19,25,1,7,2017,Era 3: 2016-current,era_3,50,12,1.0,"[1, 9, 15, 19, 25]","[1, 7]",2-2-1-0-0,1-1-0,69,5,0,5,0,,,,,,,,,,,,
2017-10-10,4,21,34,36,37,3,6,2017,Era 3: 2016-current,era_3,50,12,1.0,"[4, 21, 34, 36, 37]","[3, 6]",1-0-1-3-0,1-1-0,132,2,3,2,3,,,,,,,,,,,,
2017-10-13,23,29,37,45,50,5,11,2017,Era 3: 2016-current,era_3,50,12,1.0,"[23, 29, 37, 45, 50]","[5, 11]",0-0-2-1-2,0-1-1,184,4,1,1,4,,,,,,,,,,,,
2017-10-17,13,17,19,26,36,2,3,2017,Era 3: 2016-current,era_3,50,12,1.0,"[13, 17, 19, 26, 36]","[2, 3]",0-3-1-1-0,2-0-0,111,3,2,3,2,,,,,,,,,,,,
2017-10-20,4,17,23,27,30,3,8,2017,Era 3: 2016-current,era_3,50,12,1.0,"[4, 17, 23, 27, 30]","[3, 8]",1-1-3-0-0,1-1-0,101,3,2,3,2,,,,,,,,,,,,
2017-10-24,9,11,13,27,33,7,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[9, 11, 13, 27, 33]","[7, 10]",1-2-1-1-0,0-1-1,93,5,0,3,2,,,,,,,,,,,,
2017-10-27,3,16,23,32,39,1,4,2017,Era 3: 2016-current,era_3,50,12,1.0,"[3, 16, 23, 32, 39]","[1, 4]",1-1-1-2-0,2-0-0,113,3,2,3,2,,,,,,,,,,,,
2017-10-31,1,12,36,43,46,3,5,2017,Era 3: 2016-current,era_3,50,12,1.0,"[1, 12, 36, 43, 46]","[3, 5]",1-1-0-1-2,1-1-0,138,2,3,2,3,,,,,,,,,,,,
2017-11-03,5,12,17,33,41,4,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[5, 12, 17, 33, 41]","[4, 9]",1-2-0-1-1,1-0-1,108,4,1,3,2,,,,,,,,,,,,
2017-11-07,7,19,20,37,41,2,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[7, 19, 20, 37, 41]","[2, 12]",1-2-0-1-1,1-0-1,124,4,1,3,2,,,,,,,,,,,,
2017-11-10,13,22,29,36,37,1,9,2017,Era 3: 2016-current,era_3,50,12,1.0,"[13, 22, 29, 36, 37]","[1, 9]",0-1-2-2-0,1-0-1,137,3,2,2,3,,,,,,,,,,,,
2017-11-14,14,16,39,40,41,8,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[14, 16, 39, 40, 41]","[8, 10]",0-2-0-2-1,0-1-1,150,2,3,2,3,,,,,,,,,,,,
2017-11-17,20,26,35,36,42,5,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[20, 26, 35, 36, 42]","[5, 12]",0-1-1-2-1,0-1-1,159,1,4,1,4,,,,,,,,,,,,
2017-11-21,2,10,14,28,31,5,7,2017,Era 3: 2016-current,era_3,50,12,1.0,"[2, 10, 14, 28, 31]","[5, 7]",2-1-1-1-0,0-2-0,85,1,4,3,2,,,,,,,,,,,,
2017-11-24,19,24,28,30,50,3,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[19, 24, 28, 30, 50]","[3, 10]",0-1-3-0-1,1-0-1,151,1,4,2,3,,,,,,,,,,,,
2017-11-28,1,6,12,18,42,2,7,2017,Era 3: 2016-current,era_3,50,12,1.0,"[1, 6, 12, 18, 42]","[2, 7]",2-2-0-0-1,1-1-0,79,1,4,4,1,,,,,,,,,,,,
2017-12-01,5,24,29,35,46,11,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[5, 24, 29, 35, 46]","[11, 12]",1-0-2-1-1,0-0-2,139,3,2,2,3,,,,,,,,,,,,
2017-12-05,11,36,43,44,48,2,7,2017,Era 3: 2016-current,era_3,50,12,1.0,"[11, 36, 43, 44, 48]","[2, 7]",0-1-0-1-3,1-1-0,182,2,3,1,4,,,,,,,,,,,,
2017-12-08,4,22,30,32,34,3,4,2017,Era 3: 2016-current,era_3,50,12,1.0,"[4, 22, 30, 32, 34]","[3, 4]",1-0-2-2-0,2-0-0,122,0,5,2,3,,,,,,,,,,,,
2017-12-12,20,37,39,44,50,4,8,2017,Era 3: 2016-current,era_3,50,12,1.0,"[20, 37, 39, 44, 50]","[4, 8]",0-1-0-2-2,1-1-0,190,2,3,1,4,,,,,,,,,,,,
2017-12-15,25,30,31,42,50,2,11,2017,Era 3: 2016-current,era_3,50,12,1.0,"[25, 30, 31, 42, 50]","[2, 11]",0-0-2-1-2,1-0-1,178,2,3,1,4,,,,,,,,,,,,
2017-12-19,8,15,30,38,46,4,7,2017,Era 3: 2016-current,era_3,50,12,1.0,"[8, 15, 30, 38, 46]","[4, 7]",1-1-1-1-1,1-1-0,137,1,4,2,3,,,,,,,,,,,,
2017-12-22,5,24,30,31,43,3,6,2017,Era 3: 2016-current,era_3,50,12,1.0,"[5, 24, 30, 31, 43]","[3, 6]",1-0-2-1-1,1-1-0,133,3,2,2,3,,,,,,,,,,,,
2017-12-26,4,17,30,43,44,2,10,2017,Era 3: 2016-current,era_3,50,12,1.0,"[4, 17, 30, 43, 44]","[2, 10]",1-1-1-0-2,1-0-1,138,2,3,2,3,,,,,,,,,,,,
2017-12-29,4,8,22,23,48,1,12,2017,Era 3: 2016-current,era_3,50,12,1.0,"[4, 8, 22, 23, 48]","[1, 12]",2-0-2-0-1,1-0-1,105,1,4,4,1,,,,,,,,,,,,
2018-01-02,10,20,21,28,48,1,8,2018,Era 3: 2016-current,era_3,50,12,1.0,"[10, 20, 21, 28, 48]","[1, 8]",1-1-2-0-1,1-1-0,127,1,4,3,2,,,,,,,,,,,,
2018-01-05,2,5,20,38,41,4,8,2018,Era 3: 2016-current,era_3,50,12,1.0,"[2, 5, 20, 38, 41]","[4, 8]",2-1-0-1-1,1-1-0,106,2,3,3,2,,,,,,,,,,,,
2018-01-09,6,12,15,38,49,2,9,2018,Era 3: 2016-current,era_3,50,12,1.0,"[6, 12, 15, 38, 49]","[2, 9]",1-2-0-1-1,1-0-1,120,2,3,3,2,,,,,,,,,,,,
2018-01-12,13,21,23,30,45,4,6,2018,Era 3: 2016-current,era_3,50,12,1.0,"[13, 21, 23, 30, 45]","[4, 6]",0-1-3-0-1,1-1-0,132,4,1,3,2,,,,,,,,,,,,
2018-01-16,20,23,31,34,46,3,12,2018,Era 3: 2016-current,era_3,50,12,1.0,"[20, 23, 31, 34, 46]","[3, 12]",0-1-1-2-1,1-0-1,154,2,3,2,3,,,,,,,,,,,,
2018-01-19,3,8,17,44,50,2,7,2018,Era 3: 2016-current,era_3,50,12,1.0,"[3, 8, 17, 44, 50]","[2, 7]",2-1-0-0-2,1-1-0,122,2,3,3,2,,,,,,,,,,,,
2018-01-23,5,8,9,23,24,7,8,2018,Era 3: 2016-current,era_3,50,12,1.0,"[5, 8, 9, 23, 24]","[7, 8]",3-0-2-0-0,0-2-0,69,3,2,5,0,,,,,,,,,,,,
2018-01-26,6,15,24,28,48,4,9,2018,Era 3: 2016-current,era_3,50,12,1.0,"[6, 15, 24, 28, 48]","[4, 9]",1-1-2-0-1,1-0-1,121,1,4,3,2,,,,,,,,,,,,
2018-01-30,11,15,21,27,35,4,5,2018,Era 3: 2016-current,era_3,50,12,1.0,"[11, 15, 21, 27, 35]","[4, 5]",0-2-2-1-0,1-1-0,109,5,0,3,2,,,,,,,,,,,,
2018-02-02,14,34,36,39,48,2,3,2018,Era 3: 2016-current,era_3,50,12,1.0,"[14, 34, 36, 39, 48]","[2, 3]",0-1-0-3-1,2-0-0,171,1,4,1,4,,,,,,,,,,,,
2018-02-06,8,17,28,34,38,6,12,2018,Era 3: 2016-current,era_3,50,12,1.0,"[8, 17, 28, 34, 38]","[6, 12]",1-1-1-2-0,0-1-1,125,1,4,2,3,,,,,,,,,,,,
2018-02-09,22,31,36,38,44,1,11,2018,Era 3: 2016-current,era_3,50,12,1.0,"[22, 31, 36, 38, 44]","[1, 11]",0-0-1-3-1,1-0-1,171,1,4,1,4,,,,,,,,,,,,
2018-02-13,10,13,17,21,44,1,10,2018,Era 3: 2016-current,era_3,50,12,1.0,"[10, 13, 17, 21, 44]","[1, 10]",1-2-1-0-1,1-0-1,105,3,2,4,1,,,,,,,,,,,,
2018-02-16,10,12,23,32,50,4,10,2018,Era 3: 2016-current,era_3,50,12,1.0,"[10, 12, 23, 32, 50]","[4, 10]",1-1-1-1-1,1-0-1,127,1,4,3,2,,,,,,,,,,,,
2018-02-20,6,14,19,25,29,5,11,2018,Era 3: 2016-current,era_3,50,12,1.0,"[6, 14, 19, 25, 29]","[5, 11]",1-2-2-0-0,0-1-1,93,3,2,4,1,,,,,,,,,,,,
2018-02-23,10,17,18,28,47,3,7,2018,Era 3: 2016-current,era_3,50,12,1.0,"[10, 17, 18, 28, 47]","[3, 7]",1-2-1-0-1,1-1-0,120,2,3,3,2,,,,,,,,,,,,
2018-02-27,3,31,41,48,50,8,11,2018,Era 3: 2016-current,era_3,50,12,1.0,"[3, 31, 41, 48, 50]","[8, 11]",1-0-0-1-3,0-1-1,173,3,2,1,4,,,,,,,,,,,,
2018-03-02,2,7,34,45,48,1,12,2018,Era 3: 2016-current,era_3,50,12,1.0,"[2, 7, 34, 45, 48]","[1, 12]",2-0-0-1-2,1-0-1,136,2,3,2,3,,,,,,,,,,,,
2018-03-06,15,20,26,31,44,2,9,2018,Era 3: 2016-current,era_3,50,12,1.0,"[15, 20, 26, 31, 44]","[2, 9]",0-2-1-1-1,1-0-1,136,2,3,2,3,,,,,,,,,,,,
2018-03-09,9,14,21,32,44,1,12,2018,Era 3: 2016-current,era_3,50,12,1.0,"[9, 14, 21, 32, 44]","[1, 12]",1-1-1-1-1,1-0-1,120,2,3,3,2,,,,,,,,,,,,
2018-03-13,9,11,13,33,49,6,12,2018,Era 3: 2016-current,era_3,50,12,1.0,"[9, 11, 13, 33, 49]","[6, 12]",1-2-0-1-1,0-1-1,115,5,0,3,2,,,,,,,,,,,,
2018-03-16,4,17,24,27,31,10,11,2018,Era 3: 2016-current,era_3,50,12,1.0,"[4, 17, 24, 27, 31]","[10, 11]",1-1-2-1-0,0-0-2,103,3,2,3,2,,,,,,,,,,,,
2018-03-20,26,29,37,39,44,9,11,2018,Era 3: 2016-current,era_3,50,12,1.0,"[26, 29, 37, 39, 44]","[9, 11]",0-0-2-2-1,0-0-2,175,3,2,0,5,,,,,,,,,,,,
2018-03-23,5,7,11,46,50,8,11,2018,Era 3: 2016-current,era_3,50,12,1.0,"[5, 7, 11, 46, 50]","[8, 11]",2-1-0-0-2,0-1-1,119,3,2,3,2,,,,,,,,,,,,
2018-03-27,17,20,23,40,46,9,10,2018,Era 3: 2016-current,era_3,50,12,1.0,"[17, 20, 23, 40, 46]","[9, 10]",0-2-1-1-1,0-0-2,146,2,3,3,2,,,,,,,,,,,,
2018-03-30,12,17,28,35,47,7,11,2018,Era 3: 2016-current,era_3,50,12,1.0,"[12, 17, 28, 35, 47]","[7, 11]",0-2-1-1-1,0-1-1,139,3,2,2,3,,,,,,,,,,,,
2018-04-03,3,8,16,40,43,5,8,2018,Era 3: 2016-current,era_3,50,12,1.0,"[3, 8, 16, 40, 43]","[5, 8]",2-1-0-1-1,0-2-0,110,2,3,3,2,,,,,,,,,,,,
2018-04-06,1,29,33,45,47,4,8,2018,Era 3: 2016-current,era_3,50,12,1.0,"[1, 29, 33, 45, 47]","[4, 8]",1-0-1-1-2,1-1-0,155,5,0,1,4,,,,,,,,,,,,
2018-04-10,14,27,39,46,48,11,12,2018,Era 3: 2016-current,era_3,50,12,1.0,"[14, 27, 39, 46, 48]","[11, 12]",0-1-1-1-2,0-0-2,174,2,3,1,4,,,,,,,,,,,,
2018-04-13,5,25,34,48,50,6,7,2018,Era 3: 2016-current,era_3,50,12,1.0,"[5, 25, 34, 48, 50]","[6, 7]",1-0-1-1-2,0-2-0,162,2,3,2,3,,,,,,,,,,,,
2018-04-17,15,27,33,39,50,4,6,2018,Era 3: 2016-current,era_3,50,12,1.0,"[15, 27, 33, 39, 50]","[4, 6]",0-1-1-2-1,1-1-0,164,4,1,1,4,,,,,,,,,,,,
2018-04-20,3,16,25,39,44,7,11,2018,Era 3: 2016-current,era_3,50,12,1.0,"[3, 16, 25, 39, 44]","[7, 11]",1-1-1-1-1,0-1-1,127,3,2,3,2,,,,,,,,,,,,
2018-04-24,20,23,28,30,44,3,7,2018,Era 3: 2016-current,era_3,50,12,1.0,"[20, 23, 28, 30, 44]","[3, 7]",0-1-3-0-1,1-1-0,145,1,4,2,3,,,,,,,,,,,,
2018-04-27,12,24,40,41,46,5,12,2018,Era 3: 2016-current,era_3,50,12,1.0,"[12, 24, 40, 41, 46]","[5, 12]",0-1-1-1-2,0-1-1,163,1,4,2,3,,,,,,,,,,,,
2018-05-01,6,15,17,42,48,4,6,2018,Era 3: 2016-current,era_3,50,12,1.0,"[6, 15, 17, 42, 48]","[4, 6]",1-2-0-0-2,1-1-0,128,2,3,3,2,,,,,,,,,,,,
2018-05-04,6,12,23,39,45,9,12,2018,Era 3: 2016-current,era_3,50,12,1.0,"[6, 12, 23, 39, 45]","[9, 12]",1-1-1-1-1,0-0-2,125,3,2,3,2,,,,,,,,,,,,
2018-05-08,17,25,35,39,44,2,5,2018,Era 3: 2016-current,era_3,50,12,1.0,"[17, 25, 35, 39, 44]","[2, 5]",0-1-1-2-1,1-1-0,160,4,1,2,3,,,,,,,,,,,,
2018-05-11,3,22,34,49,50,8,11,2018,Era 3: 2016-current,era_3,50,12,1.0,"[3, 22, 34, 49, 50]","[8, 11]",1-0-1-1-2,0-1-1,158,2,3,2,3,,,,,,,,,,,,
2018-05-15,4,16,20,31,39,2,12,2018,Era 3: 2016-current,era_3,50,12,1.0,"[4, 16, 20, 31, 39]","[2, 12]",1-2-0-2-0,1-0-1,110,2,3,3,2,,,,,,,,,,,,
2018-05-18,5,8,10,13,31,3,6,2018,Era 3: 2016-current,era_3,50,12,1.0,"[5, 8, 10, 13, 31]","[3, 6]",3-1-0-1-0,1-1-0,67,3,2,4,1,,,,,,,,,,,,
2018-05-22,1,11,37,41,48,8,12,2018,Era 3: 2016-current,era_3,50,12,1.0,"[1, 11, 37, 41, 48]","[8, 12]",1-1-0-1-2,0-1-1,138,4,1,2,3,,,,,,,,,,,,
2018-05-25,13,15,16,28,41,4,5,2018,Era 3: 2016-current,era_3,50,12,1.0,"[13, 15, 16, 28, 41]","[4, 5]",0-3-1-0-1,1-1-0,113,3,2,3,2,,,,,,,,,,,,
2018-05-29,6,11,20,38,43,2,4,2018,Era 3: 2016-current,era_3,50,12,1.0,"[6, 11, 20, 38, 43]","[2, 4]",1-2-0-1-1,2-0-0,118,2,3,3,2,,,,,,,,,,,,
