window,draw_date,strategy,sample_size,best_main_matches,best_star_matches,hit_2_main_or_better,hit_3_main_or_better,hit_2_main_plus_1_star_or_better
Era 3 full,2024-01-05,Pure random,350,2,2,True,False,False
Era 3 full,2024-01-09,Era 3 diversified random,350,3,1,True,True,False
Era 3 full,2024-01-09,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-01-09,Hybrid-zone only,350,3,1,True,True,True
Era 3 full,2024-01-09,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-01-09,Pure random,350,1,1,False,False,False
Era 3 full,2024-01-12,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2024-01-12,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-01-12,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-01-12,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-01-12,Pure random,350,2,1,True,False,False
Era 3 full,2024-01-16,Era 3 diversified random,350,2,2,True,False,False
Era 3 full,2024-01-16,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-01-16,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-01-16,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-01-16,Pure random,350,1,1,False,False,False
Era 3 full,2024-01-19,Era 3 diversified random,350,2,2,True,False,True
Era 3 full,2024-01-19,Pat-alyzer v2 scored,350,2,2,True,False,True
Era 3 full,2024-01-19,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2024-01-19,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-01-19,Pure random,350,1,1,False,False,False
Era 3 full,2024-01-23,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-01-23,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-01-23,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-01-23,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-01-23,Pure random,350,1,1,False,False,False
Era 3 full,2024-01-26,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2024-01-26,Pat-alyzer v2 scored,350,3,1,True,True,True
Era 3 full,2024-01-26,Hybrid-zone only,350,3,1,True,True,True
Era 3 full,2024-01-26,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-01-26,Pure random,350,3,2,True,True,False
Era 3 full,2024-01-30,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-01-30,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-01-30,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-01-30,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-01-30,Pure random,350,1,1,False,False,False
Era 3 full,2024-02-02,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-02-02,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-02-02,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-02-02,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2024-02-02,Pure random,350,2,1,True,False,True
Era 3 full,2024-02-06,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-02-06,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2024-02-06,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2024-02-06,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2024-02-06,Pure random,350,1,1,False,False,False
Era 3 full,2024-02-09,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-02-09,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2024-02-09,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-02-09,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-02-09,Pure random,350,1,1,False,False,False
Era 3 full,2024-02-13,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-02-13,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-02-13,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-02-13,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-02-13,Pure random,350,2,1,True,False,True
Era 3 full,2024-02-16,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2024-02-16,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2024-02-16,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-02-16,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-02-16,Pure random,350,1,1,False,False,False
Era 3 full,2024-02-20,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2024-02-20,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-02-20,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-02-20,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-02-20,Pure random,350,2,1,True,False,False
Era 3 full,2024-02-23,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-02-23,Pat-alyzer v2 scored,350,0,2,False,False,False
Era 3 full,2024-02-23,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2024-02-23,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2024-02-23,Pure random,350,1,1,False,False,False
Era 3 full,2024-02-27,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2024-02-27,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2024-02-27,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-02-27,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-02-27,Pure random,350,1,1,False,False,False
Era 3 full,2024-03-01,Era 3 diversified random,350,2,0,True,False,False
Era 3 full,2024-03-01,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-03-01,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2024-03-01,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-03-01,Pure random,350,1,1,False,False,False
Era 3 full,2024-03-05,Era 3 diversified random,350,3,1,True,True,False
Era 3 full,2024-03-05,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2024-03-05,Hybrid-zone only,350,2,0,True,False,False
Era 3 full,2024-03-05,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-03-05,Pure random,350,1,2,False,False,False
Era 3 full,2024-03-08,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-03-08,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-03-08,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-03-08,Most-common-zone only,350,2,2,True,False,False
Era 3 full,2024-03-08,Pure random,350,2,1,True,False,False
Era 3 full,2024-03-12,Era 3 diversified random,350,3,1,True,True,False
Era 3 full,2024-03-12,Pat-alyzer v2 scored,350,2,2,True,False,False
Era 3 full,2024-03-12,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2024-03-12,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-03-12,Pure random,350,1,0,False,False,False
Era 3 full,2024-03-15,Era 3 diversified random,350,3,1,True,True,True
Era 3 full,2024-03-15,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-03-15,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-03-15,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-03-15,Pure random,350,2,1,True,False,False
Era 3 full,2024-03-19,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-03-19,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-03-19,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-03-19,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-03-19,Pure random,350,1,1,False,False,False
Era 3 full,2024-03-22,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-03-22,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-03-22,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2024-03-22,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-03-22,Pure random,350,2,1,True,False,True
Era 3 full,2024-03-26,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-03-26,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-03-26,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-03-26,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-03-26,Pure random,350,2,1,True,False,False
Era 3 full,2024-03-29,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-03-29,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-03-29,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-03-29,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-03-29,Pure random,350,2,2,True,False,False
Era 3 full,2024-04-02,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-04-02,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2024-04-02,Hybrid-zone only,350,0,0,False,False,False
Era 3 full,2024-04-02,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-04-02,Pure random,350,1,2,False,False,False
Era 3 full,2024-04-05,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-04-05,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-04-05,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-04-05,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-04-05,Pure random,350,1,1,False,False,False
Era 3 full,2024-04-09,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-04-09,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-04-09,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-04-09,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-04-09,Pure random,350,1,1,False,False,False
Era 3 full,2024-04-12,Era 3 diversified random,350,3,1,True,True,False
Era 3 full,2024-04-12,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-04-12,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2024-04-12,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2024-04-12,Pure random,350,2,2,True,False,False
Era 3 full,2024-04-16,Era 3 diversified random,350,3,1,True,True,False
Era 3 full,2024-04-16,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2024-04-16,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-04-16,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2024-04-16,Pure random,350,2,1,True,False,True
Era 3 full,2024-04-19,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-04-19,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-04-19,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-04-19,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-04-19,Pure random,350,2,2,True,False,True
Era 3 full,2024-04-23,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-04-23,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-04-23,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-04-23,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-04-23,Pure random,350,2,1,True,False,False
Era 3 full,2024-04-26,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-04-26,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-04-26,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-04-26,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-04-26,Pure random,350,2,1,True,False,True
Era 3 full,2024-04-30,Era 3 diversified random,350,3,1,True,True,True
Era 3 full,2024-04-30,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-04-30,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-04-30,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-04-30,Pure random,350,3,1,True,True,True
Era 3 full,2024-05-03,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-05-03,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-05-03,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-05-03,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-05-03,Pure random,350,2,1,True,False,False
Era 3 full,2024-05-07,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-05-07,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-05-07,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2024-05-07,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-05-07,Pure random,350,2,1,True,False,False
Era 3 full,2024-05-10,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-05-10,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-05-10,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-05-10,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2024-05-10,Pure random,350,2,1,True,False,False
Era 3 full,2024-05-14,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-05-14,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-05-14,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-05-14,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-05-14,Pure random,350,2,2,True,False,False
Era 3 full,2024-05-17,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-05-17,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2024-05-17,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-05-17,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2024-05-17,Pure random,350,1,2,False,False,False
Era 3 full,2024-05-21,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-05-21,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-05-21,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-05-21,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-05-21,Pure random,350,2,1,True,False,True
Era 3 full,2024-05-24,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-05-24,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-05-24,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-05-24,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-05-24,Pure random,350,2,1,True,False,False
Era 3 full,2024-05-28,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-05-28,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2024-05-28,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2024-05-28,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2024-05-28,Pure random,350,1,1,False,False,False
Era 3 full,2024-05-31,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-05-31,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-05-31,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-05-31,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-05-31,Pure random,350,2,1,True,False,False
Era 3 full,2024-06-04,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2024-06-04,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2024-06-04,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-06-04,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-06-04,Pure random,350,2,1,True,False,False
Era 3 full,2024-06-07,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-06-07,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2024-06-07,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-06-07,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-06-07,Pure random,350,2,1,True,False,False
Era 3 full,2024-06-11,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2024-06-11,Pat-alyzer v2 scored,350,0,0,False,False,False
Era 3 full,2024-06-11,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2024-06-11,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2024-06-11,Pure random,350,1,1,False,False,False
Era 3 full,2024-06-14,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-06-14,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-06-14,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-06-14,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-06-14,Pure random,350,3,1,True,True,True
Era 3 full,2024-06-18,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-06-18,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-06-18,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-06-18,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-06-18,Pure random,350,2,1,True,False,False
Era 3 full,2024-06-21,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-06-21,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-06-21,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-06-21,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-06-21,Pure random,350,1,1,False,False,False
Era 3 full,2024-06-25,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-06-25,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2024-06-25,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-06-25,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2024-06-25,Pure random,350,1,1,False,False,False
Era 3 full,2024-06-28,Era 3 diversified random,350,2,2,True,False,True
Era 3 full,2024-06-28,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-06-28,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-06-28,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-06-28,Pure random,350,2,2,True,False,True
Era 3 full,2024-07-02,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-07-02,Pat-alyzer v2 scored,350,1,0,False,False,False
Era 3 full,2024-07-02,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2024-07-02,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2024-07-02,Pure random,350,1,1,False,False,False
Era 3 full,2024-07-05,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-07-05,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2024-07-05,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-07-05,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-07-05,Pure random,350,1,1,False,False,False
Era 3 full,2024-07-09,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-07-09,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-07-09,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2024-07-09,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-07-09,Pure random,350,2,1,True,False,False
Era 3 full,2024-07-12,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-07-12,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-07-12,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-07-12,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-07-12,Pure random,350,2,1,True,False,True
Era 3 full,2024-07-16,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-07-16,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-07-16,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-07-16,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2024-07-16,Pure random,350,0,1,False,False,False
Era 3 full,2024-07-19,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-07-19,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2024-07-19,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2024-07-19,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-07-19,Pure random,350,2,1,True,False,True
Era 3 full,2024-07-23,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-07-23,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-07-23,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-07-23,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-07-23,Pure random,350,2,1,True,False,True
Era 3 full,2024-07-26,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-07-26,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-07-26,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-07-26,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-07-26,Pure random,350,1,1,False,False,False
Era 3 full,2024-07-30,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-07-30,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-07-30,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2024-07-30,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2024-07-30,Pure random,350,2,1,True,False,False
Era 3 full,2024-08-02,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-08-02,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-08-02,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-08-02,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2024-08-02,Pure random,350,2,1,True,False,False
Era 3 full,2024-08-06,Era 3 diversified random,350,3,1,True,True,False
Era 3 full,2024-08-06,Pat-alyzer v2 scored,350,2,2,True,False,True
Era 3 full,2024-08-06,Hybrid-zone only,350,3,1,True,True,False
Era 3 full,2024-08-06,Most-common-zone only,350,3,1,True,True,True
Era 3 full,2024-08-06,Pure random,350,2,1,True,False,True
Era 3 full,2024-08-09,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-08-09,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-08-09,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-08-09,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-08-09,Pure random,350,3,1,True,True,True
Era 3 full,2024-08-13,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-08-13,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-08-13,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-08-13,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-08-13,Pure random,350,2,1,True,False,False
Era 3 full,2024-08-16,Era 3 diversified random,350,2,2,True,False,True
Era 3 full,2024-08-16,Pat-alyzer v2 scored,350,3,1,True,True,False
Era 3 full,2024-08-16,Hybrid-zone only,350,2,2,True,False,True
Era 3 full,2024-08-16,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2024-08-16,Pure random,350,2,1,True,False,True
Era 3 full,2024-08-20,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-08-20,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2024-08-20,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-08-20,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2024-08-20,Pure random,350,1,1,False,False,False
Era 3 full,2024-08-23,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2024-08-23,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-08-23,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-08-23,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-08-23,Pure random,350,1,1,False,False,False
Era 3 full,2024-08-27,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-08-27,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2024-08-27,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-08-27,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-08-27,Pure random,350,1,2,False,False,False
Era 3 full,2024-08-30,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-08-30,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-08-30,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-08-30,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-08-30,Pure random,350,1,1,False,False,False
Era 3 full,2024-09-03,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-09-03,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2024-09-03,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2024-09-03,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2024-09-03,Pure random,350,1,1,False,False,False
Era 3 full,2024-09-06,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2024-09-06,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-09-06,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-09-06,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2024-09-06,Pure random,350,1,1,False,False,False
Era 3 full,2024-09-10,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-09-10,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-09-10,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2024-09-10,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2024-09-10,Pure random,350,2,2,True,False,True
Era 3 full,2024-09-13,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-09-13,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2024-09-13,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-09-13,Most-common-zone only,350,3,1,True,True,True
Era 3 full,2024-09-13,Pure random,350,1,2,False,False,False
Era 3 full,2024-09-17,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-09-17,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-09-17,Hybrid-zone only,350,2,2,True,False,False
Era 3 full,2024-09-17,Most-common-zone only,350,3,1,True,True,True
Era 3 full,2024-09-17,Pure random,350,2,2,True,False,True
Era 3 full,2024-09-20,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2024-09-20,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-09-20,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-09-20,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2024-09-20,Pure random,350,1,1,False,False,False
Era 3 full,2024-09-24,Era 3 diversified random,350,3,1,True,True,False
Era 3 full,2024-09-24,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-09-24,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2024-09-24,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-09-24,Pure random,350,2,1,True,False,False
Era 3 full,2024-09-27,Era 3 diversified random,350,2,0,True,False,False
Era 3 full,2024-09-27,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2024-09-27,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-09-27,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-09-27,Pure random,350,2,2,True,False,True
Era 3 full,2024-10-01,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-10-01,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-10-01,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2024-10-01,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2024-10-01,Pure random,350,2,2,True,False,True
Era 3 full,2024-10-04,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2024-10-04,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2024-10-04,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2024-10-04,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2024-10-04,Pure random,350,1,1,False,False,False
