draw_date,actual_zone_signature,Missing-pattern top zone signatures,Most-common top zone signatures,Random signature baseline estimate,Hybrid 70 common / 30 missing,Hybrid 60 common / 40 missing,Hybrid 50 common / 50 missing
2013-09-13,2-1-1-1-0,False,True,0.09259259259259259,True,True,True
2013-09-17,0-2-1-0-2,False,False,0.09259259259259259,False,False,False
2013-09-20,1-1-0-2-1,False,False,0.09259259259259259,False,False,False
2013-09-24,1-1-2-0-1,False,True,0.09259259259259259,True,False,False
2013-09-27,0-2-0-1-2,False,False,0.09259259259259259,False,False,False
2013-10-01,0-1-2-0-2,False,False,0.09259259259259259,False,False,False
2013-10-04,1-1-1-1-1,False,True,0.09259259259259259,True,True,True
2013-10-08,0-0-3-1-1,False,False,0.09259259259259259,False,False,False
2013-10-11,1-2-1-0-1,True,False,0.09259259259259259,True,True,True
2013-10-15,0-1-1-1-2,False,False,0.09259259259259259,False,False,False
2013-10-18,1-0-1-1-2,True,False,0.09259259259259259,True,True,True
2013-10-22,0-0-1-2-2,False,False,0.09259259259259259,False,False,False
2013-10-25,3-0-0-2-0,False,False,0.09259259259259259,False,False,False
2013-10-29,2-0-1-2-0,False,False,0.09174311926605505,False,False,False
2013-11-01,1-1-2-1-0,False,False,0.09174311926605505,False,False,False
2013-11-05,1-2-0-2-0,False,False,0.09174311926605505,False,False,False
2013-11-08,0-1-1-1-2,False,False,0.09174311926605505,False,False,False
2013-11-12,0-1-1-2-1,False,False,0.09174311926605505,False,False,False
2013-11-15,1-2-1-0-1,False,False,0.09174311926605505,False,False,False
2013-11-19,0-3-0-1-1,False,False,0.09174311926605505,False,False,False
2013-11-22,0-1-2-1-1,False,True,0.09174311926605505,True,False,False
2013-11-26,0-1-2-0-2,False,False,0.09174311926605505,False,False,False
2013-11-29,3-0-1-0-1,False,False,0.09174311926605505,False,False,False
2013-12-03,1-2-1-1-0,False,False,0.09174311926605505,False,False,False
2013-12-06,2-1-0-2-0,False,False,0.09174311926605505,False,False,False
2013-12-10,1-0-1-1-2,False,False,0.09174311926605505,False,False,False
2013-12-13,1-0-3-1-0,False,False,0.09174311926605505,False,False,False
2013-12-17,2-0-1-1-1,False,False,0.09174311926605505,False,False,False
2013-12-20,0-3-1-0-1,False,False,0.09174311926605505,False,False,False
2013-12-24,1-1-0-1-2,True,False,0.09090909090909091,False,False,False
2013-12-27,2-1-2-0-0,False,False,0.09090909090909091,False,False,False
2013-12-31,0-2-2-0-1,False,False,0.09090909090909091,False,False,False
2014-01-03,1-0-1-2-1,False,True,0.09090909090909091,True,True,True
2014-01-07,1-1-1-1-1,True,True,0.09090909090909091,True,True,True
2014-01-10,2-1-2-0-0,False,False,0.09090909090909091,False,False,False
2014-01-14,0-2-2-1-0,False,False,0.09090909090909091,False,False,False
2014-01-17,0-1-1-2-1,False,True,0.09090909090909091,False,False,False
2014-01-21,1-1-0-1-2,False,False,0.09090909090909091,False,False,False
2014-01-24,1-1-0-2-1,False,False,0.09090909090909091,False,False,False
2014-01-28,0-2-1-0-2,False,False,0.09090909090909091,False,False,False
2014-01-31,2-2-0-1-0,False,False,0.09090909090909091,False,False,False
2014-02-04,1-0-1-3-0,False,False,0.09090909090909091,False,False,False
2014-02-07,1-2-0-0-2,False,False,0.09090909090909091,False,False,False
2014-02-11,1-1-1-0-2,True,False,0.09090909090909091,True,True,True
2014-02-14,3-1-0-1-0,False,False,0.09090909090909091,False,False,False
2014-02-18,0-0-2-2-1,False,False,0.09090909090909091,False,False,False
2014-02-21,0-2-2-1-0,False,False,0.09090909090909091,False,False,False
2014-02-25,0-0-3-1-1,False,False,0.09090909090909091,False,False,False
2014-02-28,0-1-0-2-2,False,False,0.09090909090909091,False,False,False
2014-03-04,2-0-2-0-1,False,False,0.09090909090909091,False,False,False
2014-03-07,2-0-0-2-1,False,False,0.09090909090909091,False,False,False
2014-03-11,2-0-1-1-1,False,False,0.09090909090909091,False,False,False
2014-03-14,1-0-4-0-0,False,False,0.09090909090909091,False,False,False
2014-03-18,1-0-1-3-0,False,False,0.09090909090909091,False,False,False
2014-03-21,1-0-1-2-1,False,True,0.09090909090909091,True,True,True
2014-03-25,1-1-2-0-1,True,True,0.09090909090909091,True,True,True
2014-03-28,2-1-1-0-1,True,False,0.09090909090909091,False,False,False
2014-04-01,0-2-1-1-1,True,True,0.09090909090909091,True,True,True
2014-04-04,2-0-1-0-2,True,False,0.09090909090909091,True,True,True
2014-04-08,0-2-1-0-2,False,False,0.09090909090909091,False,False,False
2014-04-11,1-2-1-1-0,False,False,0.09090909090909091,False,False,False
2014-04-15,1-1-1-0-2,False,True,0.09090909090909091,False,False,False
2014-04-18,0-0-2-2-1,False,False,0.09090909090909091,False,False,False
2014-04-22,0-3-1-0-1,False,False,0.09090909090909091,False,False,False
2014-04-25,0-1-2-0-2,False,False,0.09090909090909091,False,False,False
2014-04-29,0-1-2-1-1,False,True,0.09090909090909091,True,True,False
2014-05-02,1-0-1-2-1,False,True,0.09090909090909091,True,True,True
2014-05-06,1-1-1-2-0,True,False,0.09090909090909091,False,False,False
2014-05-09,1-0-3-0-1,False,False,0.09090909090909091,False,False,False
2014-05-13,1-1-1-1-1,True,True,0.09090909090909091,True,True,True
2014-05-16,0-0-3-2-0,False,False,0.09090909090909091,False,False,False
2014-05-20,1-0-0-3-1,False,False,0.09090909090909091,False,False,False
2014-05-23,2-0-0-2-1,False,False,0.09090909090909091,False,False,False
2014-05-27,1-2-2-0-0,False,False,0.09090909090909091,False,False,False
2014-05-30,1-0-2-0-2,False,False,0.09090909090909091,False,False,False
2014-06-03,1-1-0-2-1,False,False,0.09090909090909091,False,False,False
2014-06-06,1-0-1-2-1,False,True,0.09090909090909091,True,True,False
2014-06-10,0-2-1-2-0,False,False,0.09090909090909091,False,False,False
2014-06-13,0-2-2-0-1,False,False,0.09090909090909091,False,False,False
2014-06-17,0-2-0-2-1,False,False,0.09090909090909091,False,False,False
2014-06-20,1-1-1-1-1,True,True,0.09090909090909091,True,True,True
2014-06-24,2-1-1-0-1,False,False,0.09090909090909091,False,False,False
2014-06-27,0-0-0-4-1,False,False,0.09090909090909091,False,False,False
2014-07-01,0-1-3-1-0,False,False,0.09090909090909091,False,False,False
2014-07-04,1-1-0-1-2,False,False,0.09090909090909091,False,False,False
2014-07-08,1-1-3-0-0,False,False,0.09090909090909091,False,False,False
2014-07-11,1-0-1-2-1,False,True,0.09090909090909091,True,True,False
2014-07-15,0-3-1-1-0,False,False,0.09090909090909091,False,False,False
2014-07-18,1-1-1-0-2,False,True,0.09090909090909091,False,False,False
2014-07-22,1-0-1-0-3,False,False,0.09090909090909091,False,False,False
2014-07-25,2-1-1-0-1,False,False,0.09090909090909091,False,False,False
2014-07-29,1-0-1-2-1,False,True,0.09090909090909091,True,True,False
2014-08-01,0-0-1-0-4,False,False,0.09090909090909091,False,False,False
2014-08-05,2-1-1-0-1,False,False,0.09009009009009009,False,False,False
2014-08-08,0-0-2-1-2,False,False,0.09009009009009009,False,False,False
2014-08-12,1-2-1-1-0,False,False,0.09009009009009009,False,False,False
2014-08-15,2-0-3-0-0,False,False,0.09009009009009009,False,False,False
2014-08-19,2-1-0-1-1,True,False,0.09009009009009009,True,True,True
2014-08-22,1-1-1-1-1,True,True,0.09009009009009009,True,True,True
2014-08-26,1-0-1-1-2,True,False,0.09009009009009009,True,True,True
2014-08-29,2-0-1-2-0,False,False,0.09009009009009009,False,False,False
2014-09-02,1-0-1-2-1,False,True,0.09009009009009009,True,True,True
2014-09-05,1-1-1-0-2,False,True,0.09009009009009009,False,False,False
2014-09-09,1-2-1-1-0,False,False,0.09009009009009009,False,False,False
2014-09-12,1-1-1-2-0,False,False,0.09009009009009009,False,False,False
2014-09-16,1-0-2-1-1,True,False,0.09009009009009009,False,False,True
2014-09-19,2-0-0-2-1,False,False,0.09009009009009009,False,False,False
2014-09-23,0-3-1-1-0,False,False,0.09009009009009009,False,False,False
2014-09-26,0-1-1-1-2,True,False,0.09009009009009009,False,False,False
2014-09-30,1-2-0-1-1,True,True,0.09009009009009009,True,True,True
2014-10-03,1-1-1-0-2,False,True,0.09009009009009009,False,False,False
2014-10-07,1-0-3-1-0,False,False,0.09009009009009009,False,False,False
2014-10-10,1-0-1-0-3,False,False,0.09009009009009009,False,False,False
2014-10-14,2-1-1-1-0,True,True,0.09009009009009009,True,True,True
2014-10-17,1-1-0-1-2,False,False,0.09009009009009009,False,False,False
2014-10-21,0-1-2-2-0,False,False,0.09009009009009009,False,False,False
2014-10-24,2-1-1-0-1,False,False,0.09009009009009009,False,False,False
2014-10-28,1-2-0-1-1,False,True,0.09009009009009009,True,False,False
2014-10-31,1-2-0-1-1,False,True,0.09009009009009009,True,False,False
2014-11-04,2-2-1-0-0,False,False,0.09009009009009009,False,False,False
2014-11-07,0-1-1-2-1,True,True,0.08928571428571429,True,True,True
2014-11-11,1-1-1-1-1,True,True,0.08928571428571429,True,True,True
2014-11-14,0-1-0-3-1,False,False,0.08928571428571429,False,False,False
2014-11-18,2-1-0-2-0,False,False,0.08928571428571429,False,False,False
2014-11-21,2-0-1-2-0,False,False,0.08928571428571429,False,False,False
2014-11-25,2-0-1-2-0,False,False,0.08928571428571429,False,False,False
2014-11-28,2-1-1-0-1,False,True,0.08928571428571429,False,False,False
2014-12-02,1-1-1-0-2,False,True,0.08928571428571429,False,False,False
2014-12-05,2-0-0-1-2,False,False,0.08928571428571429,False,False,False
2014-12-09,2-0-0-1-2,False,False,0.08928571428571429,False,False,False
2014-12-12,1-1-1-2-0,False,False,0.08928571428571429,False,False,False
2014-12-16,2-2-1-0-0,False,False,0.08928571428571429,False,False,False
2014-12-19,0-0-2-2-1,False,False,0.08928571428571429,False,False,False
2014-12-23,2-1-1-0-1,False,True,0.08928571428571429,False,False,False
2014-12-26,0-1-2-0-2,True,False,0.08928571428571429,False,False,False
2014-12-30,1-1-0-1-2,False,False,0.08928571428571429,False,False,False
2015-01-02,0-0-4-0-1,False,False,0.08928571428571429,False,False,False
2015-01-06,0-2-1-1-1,True,False,0.08928571428571429,True,True,True
2015-01-09,1-0-2-1-1,False,False,0.08928571428571429,False,False,False
2015-01-13,1-1-1-2-0,False,False,0.08928571428571429,False,False,False
2015-01-16,0-0-2-2-1,False,False,0.08928571428571429,False,False,False
2015-01-20,0-1-0-1-3,False,False,0.08928571428571429,False,False,False
2015-01-23,1-0-2-1-1,False,False,0.08928571428571429,False,False,False
2015-01-27,2-0-0-3-0,False,False,0.08928571428571429,False,False,False
2015-01-30,1-3-1-0-0,False,False,0.08928571428571429,False,False,False
2015-02-03,0-1-0-2-2,False,False,0.08928571428571429,False,False,False
2015-02-06,1-0-2-1-1,False,False,0.08928571428571429,False,False,False
2015-02-10,0-3-1-0-1,False,False,0.08928571428571429,False,False,False
2015-02-13,0-1-1-1-2,False,False,0.08928571428571429,False,False,False
2015-02-17,2-1-1-0-1,False,True,0.08928571428571429,False,False,False
2015-02-20,2-1-0-1-1,True,False,0.08928571428571429,True,True,True
2015-02-24,1-0-2-1-1,False,False,0.08928571428571429,False,False,False
2015-02-27,1-2-1-0-1,True,False,0.08928571428571429,True,True,True
2015-03-03,2-2-1-0-0,False,False,0.08928571428571429,False,False,False
2015-03-06,0-0-2-0-3,False,False,0.08928571428571429,False,False,False
2015-03-10,2-0-2-1-0,False,False,0.08928571428571429,False,False,False
2015-03-13,2-1-2-0-0,False,False,0.08928571428571429,False,False,False
2015-03-17,0-1-2-1-1,True,True,0.08928571428571429,True,True,True
2015-03-20,1-1-0-1-2,False,False,0.08928571428571429,False,False,False
2015-03-24,1-0-2-2-0,False,False,0.08928571428571429,False,False,False
2015-03-27,1-0-1-2-1,True,True,0.08928571428571429,True,True,True
2015-03-31,1-1-2-0-1,True,True,0.08928571428571429,True,True,True
2015-04-03,0-0-2-2-1,False,False,0.08928571428571429,False,False,False
2015-04-07,0-1-1-1-2,False,False,0.08928571428571429,False,False,False
2015-04-10,0-0-4-0-1,False,False,0.08928571428571429,False,False,False
2015-04-14,0-0-1-3-1,False,False,0.08928571428571429,False,False,False
2015-04-17,1-0-2-2-0,False,False,0.08928571428571429,False,False,False
2015-04-21,1-2-0-0-2,False,False,0.08928571428571429,False,False,False
2015-04-24,1-1-1-2-0,False,False,0.08928571428571429,False,False,False
2015-04-28,0-0-3-1-1,False,False,0.08928571428571429,False,False,False
2015-05-01,1-2-2-0-0,False,False,0.08928571428571429,False,False,False
2015-05-05,2-2-0-0-1,True,False,0.08928571428571429,False,True,True
2015-05-08,1-2-0-0-2,False,False,0.08928571428571429,False,False,False
2015-05-12,0-1-2-1-1,False,True,0.08928571428571429,True,True,False
2015-05-15,1-0-0-1-3,False,False,0.08928571428571429,False,False,False
2015-05-19,0-0-2-3-0,False,False,0.08928571428571429,False,False,False
2015-05-22,0-1-1-1-2,False,False,0.08849557522123894,False,False,False
2015-05-26,3-0-2-0-0,False,False,0.08849557522123894,False,False,False
2015-05-29,2-1-0-0-2,False,False,0.08849557522123894,False,False,False
2015-06-02,1-0-2-1-1,False,True,0.08849557522123894,False,False,False
2015-06-05,3-0-0-0-2,False,False,0.08849557522123894,False,False,False
2015-06-09,2-1-0-2-0,False,False,0.08849557522123894,False,False,False
2015-06-12,3-1-0-1-0,False,False,0.08849557522123894,False,False,False
2015-06-16,1-2-0-2-0,False,False,0.08849557522123894,False,False,False
2015-06-19,1-2-0-1-1,True,True,0.08849557522123894,True,True,True
2015-06-23,1-1-1-1-1,True,True,0.08849557522123894,True,True,True
2015-06-26,3-1-1-0-0,False,False,0.08849557522123894,False,False,False
2015-06-30,0-2-1-2-0,False,False,0.08849557522123894,False,False,False
2015-07-03,0-4-0-0-1,False,False,0.08849557522123894,False,False,False
2015-07-07,2-1-0-1-1,False,False,0.08849557522123894,False,False,False
2015-07-10,2-1-0-1-1,False,True,0.08849557522123894,False,False,False
2015-07-14,1-2-0-2-0,False,False,0.08849557522123894,False,False,False
2015-07-17,1-0-2-0-2,False,False,0.08849557522123894,False,False,False
2015-07-21,0-2-2-0-1,False,False,0.08849557522123894,False,False,False
2015-07-24,2-0-1-1-1,False,False,0.08849557522123894,False,False,False
2015-07-28,0-0-1-2-2,False,False,0.08849557522123894,False,False,False
2015-07-31,0-1-1-2-1,True,False,0.08849557522123894,True,True,True
2015-08-04,1-1-0-1-2,False,False,0.08849557522123894,False,False,False
2015-08-07,2-0-1-1-1,False,False,0.08849557522123894,False,False,False
2015-08-11,3-2-0-0-0,False,False,0.08849557522123894,False,False,False
2015-08-14,2-0-0-1-2,False,False,0.08771929824561403,False,False,False
2015-08-18,2-3-0-0-0,False,False,0.08771929824561403,False,False,False
2015-08-21,1-2-0-0-2,False,False,0.08771929824561403,False,False,False
2015-08-25,0-0-1-2-2,False,False,0.08771929824561403,False,False,False
2015-08-28,0-1-2-2-0,False,False,0.08771929824561403,False,False,False
2015-09-01,1-1-2-0-1,False,True,0.08771929824561403,False,False,False
2015-09-04,2-0-1-0-2,False,False,0.08771929824561403,False,False,False
2015-09-08,0-2-0-2-1,False,False,0.08771929824561403,False,False,False
2015-09-11,1-2-1-0-1,True,False,0.08771929824561403,True,True,True
2015-09-15,1-2-0-0-2,False,False,0.08771929824561403,False,False,False
2015-09-18,1-0-1-3-0,False,False,0.08771929824561403,False,False,False
2015-09-22,0-1-4-0-0,False,False,0.08771929824561403,False,False,False
2015-09-25,0-2-2-1-0,False,False,0.08771929824561403,False,False,False
2015-09-29,0-2-2-0-1,False,False,0.08771929824561403,False,False,False
2015-10-02,1-1-1-2-0,False,False,0.08771929824561403,False,False,False
2015-10-06,0-2-2-1-0,False,False,0.08771929824561403,False,False,False
2015-10-09,1-0-0-1-3,False,False,0.08771929824561403,False,False,False
2015-10-13,0-2-2-0-1,False,False,0.08771929824561403,False,False,False
2015-10-16,1-0-2-0-2,False,False,0.08771929824561403,False,False,False
2015-10-20,0-2-2-0-1,False,False,0.08771929824561403,False,False,False
2015-10-23,1-0-2-2-0,False,False,0.08771929824561403,False,False,False
2015-10-27,0-3-1-1-0,False,False,0.08771929824561403,False,False,False
2015-10-30,1-2-1-1-0,True,False,0.08771929824561403,True,True,True
2015-11-03,1-0-1-1-2,True,False,0.08771929824561403,True,True,True
2015-11-06,1-1-1-2-0,False,False,0.08771929824561403,False,False,False
2015-11-10,1-2-0-1-1,False,True,0.08771929824561403,True,True,False
2015-11-13,1-2-0-2-0,False,False,0.08771929824561403,False,False,False
2015-11-17,2-0-1-2-0,False,False,0.08771929824561403,False,False,False
2015-11-20,1-0-1-1-2,False,False,0.08771929824561403,False,False,False
2015-11-24,1-3-1-0-0,False,False,0.08771929824561403,False,False,False
2015-11-27,0-1-2-1-1,True,True,0.08771929824561403,True,True,True
2015-12-01,1-1-1-1-1,True,True,0.08771929824561403,True,True,True
2015-12-04,1-2-1-1-0,False,False,0.08771929824561403,False,False,False
2015-12-08,0-2-1-1-1,True,False,0.08771929824561403,True,True,True
2015-12-11,2-0-1-1-1,False,False,0.08771929824561403,False,False,False
2015-12-15,1-1-2-1-0,True,False,0.08771929824561403,False,False,True
2015-12-18,1-0-3-0-1,False,False,0.08771929824561403,False,False,False
2015-12-22,0-3-0-1-1,False,False,0.08771929824561403,False,False,False
2015-12-25,2-0-2-1-0,False,False,0.08771929824561403,False,False,False
2015-12-29,1-1-0-3-0,False,False,0.08771929824561403,False,False,False
2016-01-01,1-0-0-3-1,False,False,0.08771929824561403,False,False,False
2016-01-05,2-0-0-3-0,False,False,0.08771929824561403,False,False,False
2016-01-08,1-0-1-3-0,False,False,0.08771929824561403,False,False,False
2016-01-12,3-0-1-0-1,False,False,0.08771929824561403,False,False,False
2016-01-15,1-1-0-1-2,False,True,0.08771929824561403,False,False,False
2016-01-19,1-0-1-1-2,False,False,0.08771929824561403,False,False,False
2016-01-22,1-1-2-0-1,False,True,0.08771929824561403,False,False,False
2016-01-26,0-1-1-2-1,True,False,0.08771929824561403,True,True,True
2016-01-29,2-0-2-1-0,False,False,0.08771929824561403,False,False,False
2016-02-02,3-0-1-1-0,False,False,0.08771929824561403,False,False,False
2016-02-05,1-0-1-1-2,False,False,0.08771929824561403,False,False,False
2016-02-09,2-1-1-1-0,True,True,0.08771929824561403,True,True,True
2016-02-12,1-1-1-1-1,True,True,0.08771929824561403,True,True,True
2016-02-16,2-0-1-1-1,False,False,0.08771929824561403,False,False,False
2016-02-19,0-2-1-2-0,True,False,0.08771929824561403,False,False,False
2016-02-23,0-0-2-2-1,False,False,0.08771929824561403,False,False,False
2016-02-26,1-2-0-1-1,False,True,0.08771929824561403,True,True,True
2016-03-01,2-1-1-1-0,False,True,0.08771929824561403,True,True,True
2016-03-04,1-2-1-1-0,False,False,0.08771929824561403,False,False,False
2016-03-08,3-1-1-0-0,False,False,0.08771929824561403,False,False,False
2016-03-11,1-0-2-1-1,True,False,0.08771929824561403,True,True,True
2016-03-15,3-0-0-1-1,False,False,0.08771929824561403,False,False,False
2016-03-18,0-2-2-0-1,False,False,0.08771929824561403,False,False,False
2016-03-22,0-2-1-0-2,False,False,0.08771929824561403,False,False,False
2016-03-25,0-2-0-1-2,False,False,0.08771929824561403,False,False,False
2016-03-29,2-1-1-1-0,False,True,0.08771929824561403,True,True,False
2016-04-01,1-1-2-0-1,False,True,0.08771929824561403,True,False,False
2016-04-05,3-1-0-1-0,False,False,0.08771929824561403,False,False,False
2016-04-08,2-0-1-0-2,True,False,0.08771929824561403,False,False,True
2016-04-12,3-0-1-1-0,False,False,0.08771929824561403,False,False,False
2016-04-15,0-2-0-2-1,False,False,0.08771929824561403,False,False,False
2016-04-19,0-3-1-0-1,False,False,0.08771929824561403,False,False,False
2016-04-22,0-1-1-2-1,False,False,0.08771929824561403,False,False,False
2016-04-26,1-1-0-2-1,True,False,0.08771929824561403,False,False,False
2016-04-29,2-0-2-0-1,False,False,0.08771929824561403,False,False,False
2016-05-03,1-0-2-2-0,False,False,0.08771929824561403,False,False,False
2016-05-06,0-0-0-3-2,False,False,0.08771929824561403,False,False,False
2016-05-10,1-0-2-1-1,False,False,0.08771929824561403,False,False,False
2016-05-13,1-1-1-1-1,False,True,0.08771929824561403,True,True,True
2016-05-17,0-1-1-3-0,False,False,0.08771929824561403,False,False,False
2016-05-20,1-1-1-0-2,True,True,0.08771929824561403,True,True,True
2016-05-24,0-2-1-2-0,False,False,0.08771929824561403,False,False,False
2016-05-27,0-1-2-0-2,True,False,0.08771929824561403,False,False,False
2016-05-31,1-1-2-0-1,False,True,0.08771929824561403,False,False,False
2016-06-03,1-0-1-3-0,False,False,0.08771929824561403,False,False,False
2016-06-07,0-1-1-1-2,True,False,0.08771929824561403,False,True,True
2016-06-10,0-1-1-1-2,False,False,0.08771929824561403,False,False,False
2016-06-14,0-1-0-2-2,False,False,0.08771929824561403,False,False,False
2016-06-17,2-1-1-0-1,True,False,0.08771929824561403,True,True,True
2016-06-21,1-1-0-2-1,False,False,0.08771929824561403,False,False,False
2016-06-24,0-2-2-1-0,False,False,0.08771929824561403,False,False,False
2016-06-28,0-0-1-2-2,False,False,0.08771929824561403,False,False,False
2016-07-01,1-2-0-1-1,False,True,0.08771929824561403,True,True,True
2016-07-05,2-0-1-1-1,False,False,0.08771929824561403,False,False,False
2016-07-08,1-2-0-1-1,False,True,0.08771929824561403,True,True,True
2016-07-12,2-0-1-1-1,False,False,0.08771929824561403,False,False,False
2016-07-15,1-3-1-0-0,False,False,0.08771929824561403,False,False,False
2016-07-19,0-1-2-2-0,False,False,0.08771929824561403,False,False,False
2016-07-22,1-0-2-1-1,False,True,0.08771929824561403,False,False,False
2016-07-26,2-1-0-0-2,False,False,0.08771929824561403,False,False,False
2016-07-29,1-0-2-1-1,False,True,0.08771929824561403,False,False,False
2016-08-02,2-0-1-1-1,False,False,0.08771929824561403,False,False,False
2016-08-05,0-2-1-2-0,False,False,0.08771929824561403,False,False,False
2016-08-09,0-2-0-0-3,False,False,0.08771929824561403,False,False,False
2016-08-12,1-1-1-1-1,True,True,0.08771929824561403,True,True,True
2016-08-16,1-0-1-2-1,True,True,0.08771929824561403,True,True,True
2016-08-19,2-0-2-1-0,False,False,0.08771929824561403,False,False,False
2016-08-23,1-0-1-2-1,False,True,0.08771929824561403,True,True,True
2016-08-26,2-0-2-0-1,False,False,0.08771929824561403,False,False,False
2016-08-30,0-2-1-1-1,True,False,0.08771929824561403,True,True,True
2016-09-02,1-1-0-2-1,False,False,0.08771929824561403,False,False,False
2016-09-06,0-1-2-1-1,True,True,0.08771929824561403,True,True,True
2016-09-09,1-3-1-0-0,False,False,0.08771929824561403,False,False,False
2016-09-13,2-1-0-1-1,True,False,0.08771929824561403,True,True,True
2016-09-16,2-1-1-1-0,False,True,0.08771929824561403,True,True,True
2016-09-20,3-0-0-0-2,False,False,0.08771929824561403,False,False,False
2016-09-23,0-2-0-1-2,False,False,0.08771929824561403,False,False,False
2016-09-27,2-1-0-1-1,False,True,0.08771929824561403,False,False,False
2016-09-30,0-1-0-2-2,False,False,0.08771929824561403,False,False,False
2016-10-04,2-1-0-2-0,False,False,0.08771929824561403,False,False,False
2016-10-07,1-2-2-0-0,False,False,0.08771929824561403,False,False,False
2016-10-11,1-2-1-1-0,True,False,0.08771929824561403,True,True,True
2016-10-14,1-2-0-2-0,False,False,0.08771929824561403,False,False,False
2016-10-18,1-1-3-0-0,False,False,0.08771929824561403,False,False,False
2016-10-21,1-1-1-0-2,False,True,0.08771929824561403,False,False,False
2016-10-25,1-2-2-0-0,False,False,0.08771929824561403,False,False,False
2016-10-28,1-2-1-0-1,True,False,0.08771929824561403,False,True,True
2016-11-01,2-1-1-1-0,False,True,0.08771929824561403,True,True,True
2016-11-04,1-2-0-0-2,False,False,0.08771929824561403,False,False,False
2016-11-08,2-0-0-0-3,False,False,0.08771929824561403,False,False,False
2016-11-11,1-0-2-1-1,False,True,0.08771929824561403,False,False,False
2016-11-15,1-1-0-1-2,True,False,0.08771929824561403,True,True,True
2016-11-18,1-1-1-1-1,True,True,0.08771929824561403,True,True,True
2016-11-22,2-0-0-2-1,False,False,0.08771929824561403,False,False,False
2016-11-25,1-2-2-0-0,False,False,0.08771929824561403,False,False,False
2016-11-29,0-0-4-1-0,False,False,0.08771929824561403,False,False,False
2016-12-02,1-1-1-2-0,True,False,0.08695652173913043,True,True,True
2016-12-06,2-1-1-0-1,False,True,0.08695652173913043,False,False,False
2016-12-09,1-1-1-2-0,False,False,0.08695652173913043,False,False,False
2016-12-13,0-1-2-0-2,True,False,0.08695652173913043,False,False,True
2016-12-16,2-0-1-0-2,True,False,0.08695652173913043,False,True,True
2016-12-20,0-3-2-0-0,False,False,0.08695652173913043,False,False,False
2016-12-23,1-2-0-1-1,False,True,0.08695652173913043,True,True,False
2016-12-27,1-0-2-2-0,False,False,0.08695652173913043,False,False,False
2016-12-30,2-0-2-0-1,False,False,0.08695652173913043,False,False,False
2017-01-03,0-1-2-1-1,False,True,0.08695652173913043,True,False,False
2017-01-06,1-2-1-0-1,False,False,0.08695652173913043,False,False,False
2017-01-10,1-1-1-1-1,True,True,0.08695652173913043,True,True,True
2017-01-13,2-1-1-0-1,False,True,0.08695652173913043,False,False,False
2017-01-17,1-1-1-0-2,False,True,0.08695652173913043,False,False,False
2017-01-20,1-1-1-1-1,False,True,0.08695652173913043,True,True,True
2017-01-24,3-1-1-0-0,False,False,0.08695652173913043,False,False,False
2017-01-27,0-2-1-0-2,True,False,0.08695652173913043,False,False,False
2017-01-31,2-1-1-0-1,False,True,0.08695652173913043,False,False,False
2017-02-03,2-1-0-0-2,False,False,0.08695652173913043,False,False,False
2017-02-07,2-0-0-2-1,False,False,0.08695652173913043,False,False,False
2017-02-10,1-0-2-1-1,False,True,0.08695652173913043,True,True,False
2017-02-14,2-0-1-1-1,True,False,0.08695652173913043,True,True,True
2017-02-17,0-1-1-2-1,True,False,0.08695652173913043,True,True,True
2017-02-21,0-2-0-0-3,False,False,0.08695652173913043,False,False,False
2017-02-24,2-1-1-0-1,False,True,0.08695652173913043,True,False,False
2017-02-28,1-1-0-2-1,True,False,0.08695652173913043,False,True,True
2017-03-03,1-1-2-0-1,True,True,0.08695652173913043,True,True,True
2017-03-07,1-0-0-1-3,False,False,0.08695652173913043,False,False,False
2017-03-10,0-0-0-3-2,False,False,0.08695652173913043,False,False,False
2017-03-14,2-0-1-1-1,False,False,0.08695652173913043,False,False,False
2017-03-17,2-1-1-1-0,False,True,0.08695652173913043,True,True,True
2017-03-21,1-1-1-0-2,False,True,0.08695652173913043,False,False,False
2017-03-24,1-1-2-1-0,True,False,0.08695652173913043,False,False,True
2017-03-28,1-1-0-2-1,False,False,0.08695652173913043,False,False,False
2017-03-31,0-1-3-0-1,False,False,0.08695652173913043,False,False,False
2017-04-04,2-0-1-2-0,False,False,0.08695652173913043,False,False,False
2017-04-07,2-1-0-1-1,True,False,0.08695652173913043,True,True,True
2017-04-11,1-0-2-1-1,False,True,0.08695652173913043,True,False,False
2017-04-14,1-2-1-1-0,True,False,0.08695652173913043,True,True,True
2017-04-18,0-1-1-2-1,False,False,0.08695652173913043,False,False,False
2017-04-21,1-2-1-0-1,False,False,0.08695652173913043,False,False,False
2017-04-25,1-2-0-1-1,False,True,0.08695652173913043,True,True,True
2017-04-28,0-2-2-1-0,False,False,0.08695652173913043,False,False,False
2017-05-02,1-1-3-0-0,False,False,0.08695652173913043,False,False,False
2017-05-05,2-0-1-1-1,False,False,0.08695652173913043,False,False,False
2017-05-09,1-2-2-0-0,False,False,0.08695652173913043,False,False,False
2017-05-12,1-1-2-0-1,False,True,0.08695652173913043,True,True,False
2017-05-16,1-3-1-0-0,False,False,0.08695652173913043,False,False,False
2017-05-19,1-3-1-0-0,False,False,0.08695652173913043,False,False,False
2017-05-23,1-1-2-0-1,False,True,0.08695652173913043,True,True,False
