source_year,source_file,Datum,Spelers,Inzet,P-R1,W-R1,P-R2,W-R2,P-R3,W-R3,P-R4,W-R4,P-R5,W-R5,P-R6,W-R6,P-R7,W-R7,P-R8,W-R8,P-R9,W-R9,P-R10,W-R10,P-R11,W-R11,P-R12,W-R12,P-R13,W-R13
2024,euromillions-financialdata-NL-2024.csv,2024-08-20,475037,"3416495,00",0,"0,00",0,"71422,40",0,"7855,30",2,"831,80",71,"66,30",104,"50,10",175,"20,30",1416,"14,70",2686,"7,60",6368,"6,00",6659,"7,80",32652,"4,60",78319,"3,10"
2024,euromillions-financialdata-NL-2024.csv,2024-08-16,568887,"4277850,00",0,"0,00",0,"184603,50",0,"34515,90",2,"1853,50",33,"149,30",74,"77,40",131,"42,10",1347,"17,90",2056,"13,20",5396,"9,20",7016,"8,60",29132,"6,30",77875,"3,80"
2024,euromillions-financialdata-NL-2024.csv,2024-08-13,446374,"3123372,50",0,"0,00",0,"534410,60",0,"41633,50",1,"1496,20",19,"170,60",67,"72,20",50,"54,40",1018,"16,90",1359,"14,60",3089,"11,60",6030,"7,40",21313,"6,60",49265,"4,40"
2024,euromillions-financialdata-NL-2024.csv,2024-08-09,578562,"4280132,50",0,"0,00",0,"163953,00",0,"25545,60",0,"1446,70",48,"104,10",122,"62,70",129,"35,50",1708,"15,30",2710,"10,80",6789,"7,70",8685,"7,50",34848,"5,60",86342,"3,60"
2024,euromillions-financialdata-NL-2024.csv,2024-08-06,423066,"2865387,50",0,"0,00",0,"121482,30",0,"16224,20",6,"1538,00",33,"133,20",76,"78,10",83,"39,80",912,"18,50",1532,"12,70",3617,"9,70",4907,"8,90",21814,"6,20",52164,"4,00"
2024,euromillions-financialdata-NL-2024.csv,2024-08-02,537961,"3892237,50",0,"0,00",0,"204919,70",1,"10262,80",1,"1398,50",58,"100,90",93,"64,10",126,"32,50",1509,"16,00",2475,"9,90",5607,"7,90",7297,"8,10",33489,"5,20",79472,"3,50"
2024,euromillions-financialdata-NL-2024.csv,2024-07-30,378868,"2495402,50",0,"0,00",0,"0,00",0,"108423,60",1,"1390,70",21,"135,10",94,"50,80",55,"52,60",1500,"10,90",1358,"11,90",3130,"10,20",7611,"5,00",21157,"5,50",46104,"4,10"
2024,euromillions-financialdata-NL-2024.csv,2024-07-26,529972,"3824817,50",0,"28649442,00",0,"152025,20",2,"14212,30",2,"819,70",79,"90,40",145,"43,80",144,"34,70",2192,"10,90",2704,"9,80",5646,"8,80",10442,"5,40",34692,"5,20",73054,"3,90"
2024,euromillions-financialdata-NL-2024.csv,2024-07-23,377074,"2500392,50",0,"0,00",2,"147222,00",0,"14746,30",4,"423,00",59,"94,00",177,"21,80",87,"35,40",1615,"8,60",1884,"8,50",3453,"8,30",6308,"5,60",23274,"4,80",47134,"3,80"
2024,euromillions-financialdata-NL-2024.csv,2024-07-19,554886,"4102632,50",0,"26181999,00",0,"240060,30",0,"56106,00",1,"1248,20",44,"113,40",93,"64,50",117,"40,00",1522,"15,20",2151,"11,00",4442,"10,30",8414,"6,90",31677,"5,50",64980,"4,40"
2024,euromillions-financialdata-NL-2024.csv,2024-07-16,421829,"2849850,00",0,"0,00",1,"492731,30",0,"23031,80",0,"1992,70",27,"178,00",61,"81,30",44,"61,70",938,"17,80",1237,"14,50",2626,"12,90",5151,"7,60",20667,"6,20",42388,"5,00"
2024,euromillions-financialdata-NL-2024.csv,2024-07-12,554762,"4033990,00",0,"0,00",0,"211029,30",0,"18495,30",1,"1280,10",65,"114,20",84,"64,80",129,"34,30",1399,"16,00",2600,"10,50",6325,"7,80",7014,"7,90",33844,"5,40",83702,"3,60"
2024,euromillions-financialdata-NL-2024.csv,2024-07-09,416514,"2783880,00",0,"0,00",0,"233146,70",0,"15568,60",1,"998,30",42,"103,00",99,"54,40",88,"32,90",1083,"13,70",1704,"10,10",4063,"8,30",5879,"6,70",23381,"5,20",54422,"3,70"
2024,euromillions-financialdata-NL-2024.csv,2024-07-05,604738,"4446435,00",0,"39132032,00",0,"109598,20",0,"10977,80",3,"1063,70",56,"104,10",118,"58,50",140,"31,80",1627,"15,60",2378,"11,10",5877,"8,10",7805,"8,10",33805,"5,70",84808,"3,60"
2024,euromillions-financialdata-NL-2024.csv,2024-07-02,434128,"2940562,50",0,"0,00",0,"248851,10",0,"58160,60",3,"1725,20",34,"168,50",88,"69,90",66,"51,00",1115,"14,90",1307,"13,50",2936,"11,10",6069,"6,40",22081,"6,00",49790,"4,30"
2024,euromillions-financialdata-NL-2024.csv,2024-06-28,593979,"4366777,50",0,"0,00",0,"653225,30",0,"30533,90",4,"1902,10",53,"141,90",135,"66,00",117,"35,20",1551,"17,00",2198,"11,60",5868,"8,10",7792,"8,40",32596,"5,90",83363,"3,60"
2024,euromillions-financialdata-NL-2024.csv,2024-06-25,915070,"8392455,00",0,"213887390,00",1,"141110,20",1,"17589,20",1,"1494,10",86,"134,90",225,"59,30",201,"48,90",3241,"12,50",4456,"12,50",9212,"11,20",19234,"5,40",64436,"5,80",135108,"4,60"
2024,euromillions-financialdata-NL-2024.csv,2024-06-21,1026696,"9361660,00",0,"0,00",1,"86983,10",2,"6468,40",13,"1197,90",253,"53,40",326,"53,30",461,"18,80",3921,"14,80",7624,"7,40",16784,"6,10",18714,"7,60",89500,"4,60",205560,"3,20"
2024,euromillions-financialdata-NL-2024.csv,2024-06-18,750922,"6510965,00",0,"0,00",0,"185067,00",1,"36044,30",3,"1642,90",73,"155,10",146,"76,50",161,"45,40",2358,"17,30",3059,"14,00",7984,"9,40",12282,"8,00",46496,"6,60",123219,"3,80"
2024,euromillions-financialdata-NL-2024.csv,2024-06-14,937629,"8286620,00",0,"0,00",0,"109895,20",2,"13518,00",4,"909,00",150,"91,80",290,"46,80",383,"29,20",3675,"12,70",5450,"9,40",12916,"7,90",18041,"6,40",72057,"5,10",162524,"3,70"
2024,euromillions-financialdata-NL-2024.csv,2024-06-11,734917,"6238312,50",0,"0,00",2,"168413,40",0,"19680,50",6,"1094,60",73,"119,40",169,"50,50",169,"44,90",2731,"12,00",3519,"11,30",7111,"10,50",14820,"5,60",51901,"5,30",103028,"4,40"
2024,euromillions-financialdata-NL-2024.csv,2024-06-07,1104663,"10091145,00",0,"0,00",1,"136127,50",2,"57267,40",7,"1128,90",120,"125,20",346,"45,40",319,"41,90",4732,"10,70",5349,"11,10",12295,"9,90",25152,"5,20",80080,"5,40",178545,"4,10"
2024,euromillions-financialdata-NL-2024.csv,2024-06-04,480554,"3403080,00",0,"0,00",0,"279488,30",1,"18663,10",2,"1565,00",45,"115,80",120,"49,20",80,"38,50",1537,"13,20",2431,"9,40",4800,"8,50",6942,"6,90",34045,"4,60",66394,"3,70"
2024,euromillions-financialdata-NL-2024.csv,2024-05-31,631293,"4790497,50",0,"0,00",0,"351238,00",0,"54726,70",2,"1763,30",56,"113,70",129,"57,10",124,"45,40",1788,"14,30",3255,"9,30",6003,"9,50",9561,"6,90",45596,"4,60",89174,"4,00"
2024,euromillions-financialdata-NL-2024.csv,2024-05-28,426669,"2945152,50",0,"0,00",0,"250693,20",0,"9765,10",4,"2433,20",35,"131,00",60,"73,00",59,"53,80",1022,"16,20",1391,"13,10",2978,"12,10",6166,"7,20",21787,"5,90",45438,"4,70"
2024,euromillions-financialdata-NL-2024.csv,2024-05-24,576998,"4255805,00",0,"0,00",0,"321429,70",0,"25041,10",1,"1613,70",61,"107,30",144,"51,80",131,"36,30",1856,"12,90",2827,"9,60",6127,"8,30",8835,"6,60",38976,"4,90",85572,"3,60"
2024,euromillions-financialdata-NL-2024.csv,2024-05-21,382182,"2551425,00",0,"0,00",1,"461188,20",0,"21557,40",5,"1017,30",30,"138,30",68,"51,70",53,"49,90",1130,"11,30",1455,"11,10",3046,"10,30",6393,"5,20",22115,"5,00",43926,"4,10"
2024,euromillions-financialdata-NL-2024.csv,2024-05-17,551655,"4001937,50",0,"0,00",0,"306136,50",0,"47699,40",2,"1782,80",28,"187,80",83,"86,00",82,"55,00",1152,"20,60",1763,"15,50",4047,"11,50",6469,"9,20",25246,"7,20",63964,"4,50"
2024,euromillions-financialdata-NL-2024.csv,2024-05-14,439262,"3040417,50",0,"48748900,00",1,"104539,90",0,"17451,90",1,"884,90",69,"81,80",121,"43,40",124,"30,50",1542,"11,00",2236,"8,90",4509,"8,10",7665,"5,40",29583,"4,80",58560,"3,80"
2024,euromillions-financialdata-NL-2024.csv,2024-05-10,546039,"4006872,50",0,"0,00",1,"213998,10",0,"25007,40",4,"2596,40",42,"136,80",92,"73,30",116,"42,60",1482,"17,50",2245,"12,60",5492,"9,10",7526,"8,60",31520,"6,10",77576,"3,80"
2024,euromillions-financialdata-NL-2024.csv,2024-05-07,433869,"2949017,50",0,"0,00",0,"0,00",0,"202575,50",1,"1707,60",23,"190,90",53,"83,00",48,"61,00",851,"18,00",1201,"16,50",2503,"13,30",4948,"7,90",18938,"7,10",42761,"4,90"
2024,euromillions-financialdata-NL-2024.csv,2024-05-03,562420,"4121965,00",0,"0,00",0,"211741,00",1,"18557,70",3,"1926,70",70,"104,30",133,"57,30",105,"39,30",1647,"14,50",2616,"9,80",5366,"8,70",7812,"7,20",37102,"4,90",74435,"3,90"
2024,euromillions-financialdata-NL-2024.csv,2024-04-30,663400,"5519320,00",0,"166790050,00",1,"114649,10",2,"16489,40",6,"981,80",108,"88,80",158,"51,60",222,"29,00",2198,"13,60",3610,"9,80",8223,"8,00",11078,"6,90",47080,"5,20",108087,"3,70"
2024,euromillions-financialdata-NL-2024.csv,2024-04-26,873176,"7463927,50",0,"0,00",0,"560301,50",2,"23809,30",5,"1773,40",94,"152,20",185,"65,60",211,"49,80",3129,"14,20",3383,"13,40",7835,"11,20",17651,"6,10",54662,"6,20",121046,"4,50"
2024,euromillions-financialdata-NL-2024.csv,2024-04-23,561425,"4443745,00",0,"0,00",0,"195277,70",1,"22819,80",3,"1672,40",56,"130,90",106,"62,90",110,"40,30",1700,"15,00",2460,"11,60",5621,"8,90",8463,"7,20",35545,"5,70",83940,"3,80"
2024,euromillions-financialdata-NL-2024.csv,2024-04-19,800431,"6614787,50",0,"0,00",0,"938778,20",0,"19946,10",2,"1752,30",65,"137,10",152,"66,70",128,"45,10",2168,"16,30",3459,"11,80",7404,"10,00",12559,"7,30",47918,"6,10",108136,"4,30"
2024,euromillions-financialdata-NL-2024.csv,2024-04-16,495665,"3746895,00",0,"0,00",0,"337636,50",0,"31564,40",4,"1117,20",69,"150,60",128,"49,90",113,"46,30",2064,"10,50",1971,"12,60",4015,"11,30",11779,"4,40",28475,"5,70",60516,"4,50"
2024,euromillions-financialdata-NL-2024.csv,2024-04-12,615594,"4760232,50",0,"0,00",0,"389492,20",0,"22757,60",2,"1532,60",45,"123,30",130,"59,30",127,"42,10",1936,"14,60",2802,"10,90",6042,"9,00",9647,"7,00",40202,"5,40",90341,"3,70"
2024,euromillions-financialdata-NL-2024.csv,2024-04-09,451697,"3200185,00",0,"0,00",0,"0,00",0,"143308,70",2,"1565,90",47,"134,70",74,"63,80",80,"41,80",1210,"14,50",1932,"10,80",4180,"8,60",6276,"7,10",27364,"5,30",62491,"3,60"
2024,euromillions-financialdata-NL-2024.csv,2024-04-05,601119,"4532967,50",0,"0,00",0,"364537,40",1,"13107,40",4,"1294,40",65,"123,70",103,"67,90",127,"40,20",1531,"16,20",2438,"11,60",5822,"9,20",7973,"7,80",35808,"5,70",85552,"3,90"
2024,euromillions-financialdata-NL-2024.csv,2024-04-02,405885,"2785317,50",0,"0,00",0,"0,00",0,"311771,80",0,"1533,00",18,"166,90",68,"56,30",52,"56,30",1232,"12,00",1236,"13,20",2907,"11,30",7249,"5,10",20260,"6,00",45492,"4,50"
2024,euromillions-financialdata-NL-2024.csv,2024-03-29,609847,"4547447,50",0,"0,00",0,"687795,50",0,"26791,50",2,"2086,20",42,"156,80",78,"85,90",100,"53,10",1312,"19,70",2001,"15,00",4804,"11,20",7620,"8,90",29403,"6,90",76602,"4,20"
2024,euromillions-financialdata-NL-2024.csv,2024-03-26,417261,"2808572,50",0,"0,00",0,"99867,40",0,"23340,60",3,"956,50",48,"79,40",70,"50,50",125,"29,60",1147,"13,00",2090,"8,30",4218,"7,80",5965,"6,70",26162,"4,60",54359,"3,70"
2024,euromillions-financialdata-NL-2024.csv,2024-03-22,575117,"4189542,50",0,"0,00",3,"54013,30",4,"5410,20",3,"1275,20",119,"70,80",95,"72,00",277,"21,90",1341,"18,50",3270,"9,30",7587,"7,10",6546,"9,00",37751,"5,20",88990,"3,50"
2024,euromillions-financialdata-NL-2024.csv,2024-03-19,411466,"2754747,50",0,"0,00",0,"156244,20",0,"18258,40",1,"1483,50",47,"97,00",86,"53,60",106,"33,30",1103,"13,50",1897,"9,70",4324,"8,00",5665,"6,70",24958,"5,00",55214,"3,70"
2024,euromillions-financialdata-NL-2024.csv,2024-03-15,1066408,"9566762,50",0,"130000000,00",0,"420494,80",1,"26802,70",4,"1953,80",113,"160,60",199,"64,70",177,"55,20",3361,"15,60",4644,"13,10",9692,"11,70",18458,"7,10",74079,"5,80",154884,"4,50"
2024,euromillions-financialdata-NL-2024.csv,2024-03-12,467211,"3255365,00",0,"0,00",0,"285832,30",0,"33401,80",0,"2080,70",42,"136,60",77,"78,90",98,"42,90",1109,"18,30",1738,"12,60",4219,"9,30",6000,"8,70",24549,"6,20",59745,"3,80"
2024,euromillions-financialdata-NL-2024.csv,2024-03-08,635018,"4702907,50",0,"0,00",0,"729847,10",1,"18953,00",3,"1106,80",47,"99,70",169,"40,30",133,"38,90",2638,"9,60",3083,"9,10",6250,"8,50",13414,"4,90",44879,"4,60",90410,"3,70"
2024,euromillions-financialdata-NL-2024.csv,2024-03-05,438029,"2966847,50",0,"0,00",0,"267433,80",0,"17858,20",0,"1145,10",52,"96,10",119,"40,50",91,"35,30",1545,"10,20",1931,"9,40",4075,"8,70",7709,"5,10",27124,"4,80",56063,"3,80"
2024,euromillions-financialdata-NL-2024.csv,2024-03-01,585597,"4297110,00",0,"0,00",0,"169602,10",0,"17617,20",2,"851,40",66,"90,80",185,"42,40",174,"35,70",2348,"11,20",3513,"8,50",6442,"8,20",10299,"6,10",44743,"4,60",86170,"3,60"
2024,euromillions-financialdata-NL-2024.csv,2024-02-27,404431,"2709707,50",0,"0,00",0,"61868,90",1,"11567,80",5,"973,80",79,"63,00",110,"41,20",215,"20,90",1239,"12,50",2442,"7,20",5202,"6,60",5880,"6,70",27982,"4,30",58579,"3,40"
2024,euromillions-financialdata-NL-2024.csv,2024-02-23,557553,"4030155,00",0,"0,00",0,"0,00",0,"155533,60",1,"1911,90",45,"169,30",89,"76,90",80,"51,00",1368,"17,90",1691,"14,20",4642,"9,70",7349,"8,30",27424,"6,60",75862,"3,80"
2024,euromillions-financialdata-NL-2024.csv,2024-02-20,455411,"3208775,00",0,"73448160,00",1,"143586,80",2,"44744,80",3,"995,40",27,"148,10",131,"41,20",67,"52,40",2013,"9,60",1763,"12,20",3706,"11,10",11134,"4,20",26470,"5,60",54365,"4,50"
2024,euromillions-financialdata-NL-2024.csv,2024-02-16,606393,"4526542,50",0,"0,00",0,"365544,00",0,"13143,60",2,"985,50",74,"87,60",136,"54,80",164,"29,10",1740,"15,10",3172,"8,80",6698,"7,30",8449,"7,70",42021,"4,80",92327,"3,40"
2024,euromillions-financialdata-NL-2024.csv,2024-02-13,449524,"3076807,50",0,"0,00",0,"269795,00",0,"21018,50",5,"1155,30",37,"131,50",101,"47,80",80,"42,60",1761,"10,80",1704,"11,10",3556,"9,40",10557,"5,10",26722,"5,20",56433,"3,80"
2024,euromillions-financialdata-NL-2024.csv,2024-02-09,608658,"4473677,50",0,"0,00",0,"688624,90",1,"40235,70",2,"2638,40",36,"153,90",99,"80,70",86,"52,30",1490,"18,80",2217,"13,80",5387,"10,50",8068,"8,50",32921,"6,40",78471,"4,20"
2024,euromillions-financialdata-NL-2024.csv,2024-02-06,437570,"2951282,50",0,"0,00",0,"252419,40",0,"19664,80",1,"1225,00",42,"96,80",71,"53,90",97,"31,40",1212,"13,90",1896,"9,40",4708,"7,50",6095,"7,00",25393,"5,10",60439,"3,60"
2024,euromillions-financialdata-NL-2024.csv,2024-02-02,613613,"4520567,50",0,"0,00",0,"171330,20",0,"22881,50",8,"536,40",99,"79,50",237,"34,10",246,"26,30",2978,"9,40",3592,"8,40",7724,"7,30",13259,"5,00",45613,"4,60",93102,"3,60"
2024,euromillions-financialdata-NL-2024.csv,2024-01-30,754575,"6515640,00",0,"72274808,00",0,"82195,80",0,"9605,20",9,"793,00",132,"62,70",217,"41,90",301,"25,20",2836,"12,30",5227,"7,30",10522,"7,10",13887,"6,70",62832,"4,40",131876,"3,50"
2024,euromillions-financialdata-NL-2024.csv,2024-01-26,1168107,"10778517,50",0,"0,00",0,"146288,80",3,"38463,80",3,"1879,30",124,"137,00",268,"73,90",295,"43,30",3802,"17,70",6420,"12,70",14297,"9,70",19792,"8,20",87544,"6,10",204133,"4,00"
2024,euromillions-financialdata-NL-2024.csv,2024-01-23,415607,"2765922,50",0,"0,00",1,"482958,10",0,"56437,60",2,"1953,20",35,"143,60",53,"74,60",82,"42,10",854,"17,80",1420,"12,60",3404,"10,30",4727,"8,80",21490,"6,00",49057,"4,20"
2024,euromillions-financialdata-NL-2024.csv,2024-01-19,562967,"4118362,50",1,"17000000,00",0,"215402,70",1,"30205,90",2,"1742,20",32,"168,20",84,"75,50",99,"52,40",1326,"17,80",1971,"13,50",4523,"11,20",7067,"8,20",31352,"6,10",72824,"4,30"
2024,euromillions-financialdata-NL-2024.csv,2024-01-16,471304,"3356502,50",0,"87952574,00",1,"201336,70",4,"6416,60",2,"1465,60",51,"94,40",61,"71,10",131,"29,20",974,"17,90",1762,"11,00",4771,"8,10",5571,"8,60",25331,"5,80",64342,"3,70"
2024,euromillions-financialdata-NL-2024.csv,2024-01-12,643349,"4861670,00",0,"0,00",0,"281236,60",0,"19718,80",3,"1498,00",28,"167,80",79,"83,40",98,"49,90",1561,"18,30",2024,"14,10",4944,"11,00",8376,"8,40",34989,"6,20",81550,"4,10"
2024,euromillions-financialdata-NL-2024.csv,2024-01-09,456788,"3182082,50",0,"0,00",0,"563511,30",0,"18814,50",1,"2159,00",39,"132,10",81,"63,60",93,"42,40",1254,"14,40",1875,"11,50",4008,"9,60",6437,"7,00",27291,"5,40",60055,"3,90"
2024,euromillions-financialdata-NL-2024.csv,2024-01-05,600926,"4457105,00",0,"0,00",0,"359048,50",1,"23975,80",3,"886,00",71,"128,50",149,"50,80",148,"41,70",2385,"10,80",2816,"11,10",6064,"9,50",11661,"5,30",39378,"5,20",85552,"4,00"
2024,euromillions-financialdata-NL-2024.csv,2024-01-02,421407,"2859140,00",0,"0,00",0,"0,00",0,"123090,60",0,"6052,50",28,"165,50",57,"86,00",70,"43,50",830,"19,40",1315,"14,20",3372,"9,40",4292,"9,20",18692,"6,80",53660,"3,70"
2025,euromillions-financialdata-NL-2025.csv,2025-12-30,489040,"3376867,50",0,"0,00",0,"539027,50",0,"20996,60",0,"1783,60",25,"146,60",73,"79,40",88,"38,20",1120,"18,20",1598,"12,90",4186,"8,80",5839,"8,60",24296,"6,30",64787,"3,70"
2025,euromillions-financialdata-NL-2025.csv,2025-12-26,595399,"4427780,00",0,"54026007,00",0,"73045,20",1,"19205,80",1,"2080,70",72,"110,00",115,"66,20",174,"39,50",1520,"16,60",2753,"11,10",5162,"10,10",8872,"7,40",37620,"5,50",72610,"4,40"
2025,euromillions-financialdata-NL-2025.csv,2025-12-23,517533,"3630287,50",0,"0,00",1,"99593,30",0,"17457,40",2,"1977,20",30,"130,50",86,"80,90",98,"40,70",1143,"19,30",1983,"12,20",5258,"8,10",5924,"9,10",26884,"6,10",73905,"3,50"
2025,euromillions-financialdata-NL-2025.csv,2025-12-19,620145,"4548090,00",0,"0,00",0,"338895,20",0,"26401,80",1,"2902,40",50,"140,40",88,"80,20",104,"42,40",1450,"18,20",2178,"13,30",5563,"9,60",8079,"8,30",32643,"6,40",87213,"3,90"
2025,euromillions-financialdata-NL-2025.csv,2025-12-16,449431,"3009177,50",0,"0,00",0,"488880,90",0,"16322,70",0,"2224,30",31,"156,80",56,"70,70",57,"52,60",1014,"16,90",1299,"14,50",2968,"11,40",5778,"7,40",20509,"6,50",47715,"4,40"
2025,euromillions-financialdata-NL-2025.csv,2025-12-12,609842,"4420852,50",0,"17000000,00",0,"164437,20",1,"30745,30",3,"1841,60",44,"144,30",110,"64,40",100,"44,80",1601,"15,20",2388,"12,00",5377,"9,90",8989,"7,10",35026,"5,60",81402,"4,00"
2025,euromillions-financialdata-NL-2025.csv,2025-12-09,641005,"5205042,50",1,"142433804,00",0,"110381,70",0,"16416,90",2,"1222,70",91,"106,70",155,"55,20",156,"35,90",2181,"13,40",3366,"10,20",6808,"8,50",11247,"6,70",44809,"5,30",98935,"3,70"
2025,euromillions-financialdata-NL-2025.csv,2025-12-05,1001309,"8748950,00",0,"0,00",1,"548975,60",0,"18329,20",3,"1665,10",79,"134,20",184,"77,30",213,"39,70",2814,"17,80",4380,"12,60",10501,"9,50",15158,"8,30",63666,"6,00",156515,"3,90"
2025,euromillions-financialdata-NL-2025.csv,2025-12-02,458970,"3134135,00",0,"0,00",0,"249653,50",0,"12966,20",2,"1580,30",40,"143,30",70,"70,50",85,"43,50",1069,"16,90",1440,"12,60",3936,"8,80",6100,"7,90",23355,"6,00",60136,"3,60"
2025,euromillions-financialdata-NL-2025.csv,2025-11-28,877194,"7547462,50",0,"178656733,00",1,"205348,80",2,"39994,50",5,"1245,70",96,"130,60",280,"48,70",197,"46,00",4181,"11,00",4413,"11,40",9285,"10,30",21484,"5,20",65848,"5,40",133742,"4,20"
2025,euromillions-financialdata-NL-2025.csv,2025-11-25,613814,"5012692,50",0,"0,00",0,"0,00",2,"74451,30",3,"782,30",58,"106,80",226,"35,70",132,"39,40",3151,"8,70",2980,"9,70",6148,"9,10",16534,"4,20",43167,"4,90",90411,"4,00"
2025,euromillions-financialdata-NL-2025.csv,2025-11-21,776388,"6508937,50",0,"0,00",4,"187734,70",1,"24375,90",9,"1019,80",121,"121,70",227,"46,40",188,"39,80",3364,"11,00",3983,"10,50",8033,"9,70",17192,"5,30",56322,"5,20",116587,"4,10"
2025,euromillions-financialdata-NL-2025.csv,2025-11-18,584232,"4615875,00",0,"0,00",0,"122146,50",0,"21410,70",3,"1524,30",51,"132,00",112,"69,80",115,"37,60",1634,"16,30",2409,"12,20",5835,"9,00",8855,"7,90",34289,"6,00",85267,"3,80"
2025,euromillions-financialdata-NL-2025.csv,2025-11-14,751277,"6106530,00",0,"0,00",1,"294047,90",1,"51542,80",3,"1566,20",53,"138,80",153,"64,10",140,"51,50",2097,"15,70",3346,"11,10",6821,"10,30",11280,"7,50",50815,"5,30",103189,"4,20"
2025,euromillions-financialdata-NL-2025.csv,2025-11-11,494418,"3677340,00",0,"0,00",0,"322798,60",0,"37721,60",2,"1516,00",40,"145,90",105,"67,70",82,"47,50",1341,"16,10",1645,"13,40",4016,"10,60",6959,"7,40",26754,"6,30",61243,"4,30"
2025,euromillions-financialdata-NL-2025.csv,2025-11-07,681279,"5303335,00",0,"0,00",0,"199745,20",1,"26676,40",2,"1938,70",49,"154,10",154,"57,10",84,"54,50",2539,"12,60",2569,"12,90",5439,"10,80",14945,"5,50",39248,"5,90",86950,"4,30"
2025,euromillions-financialdata-NL-2025.csv,2025-11-04,487504,"3485917,50",0,"0,00",0,"197503,10",1,"17309,90",3,"1487,30",49,"111,70",89,"59,80",107,"33,50",1356,"15,10",2023,"10,60",4734,"8,20",6701,"7,50",29242,"5,40",66827,"3,60"
2025,euromillions-financialdata-NL-2025.csv,2025-10-31,640743,"4880100,00",0,"0,00",0,"405711,30",0,"31607,10",3,"1440,70",50,"154,50",102,"69,80",92,"52,30",1829,"15,30",2190,"13,10",5084,"11,10",9993,"6,80",35488,"6,00",81612,"4,40"
2025,euromillions-financialdata-NL-2025.csv,2025-10-28,458415,"3192780,00",0,"0,00",0,"540419,60",1,"14033,80",0,"1788,20",32,"135,90",71,"72,80",92,"40,70",1022,"17,80",1747,"12,20",4242,"9,00",5651,"8,40",25179,"5,80",61201,"3,70"
2025,euromillions-financialdata-NL-2025.csv,2025-10-24,599791,"4433230,00",0,"0,00",0,"343025,20",0,"13361,70",3,"1560,60",64,"107,70",88,"68,00",131,"38,30",1529,"15,90",2618,"10,40",5691,"8,80",7972,"7,80",37673,"5,10",85030,"3,70"
2025,euromillions-financialdata-NL-2025.csv,2025-10-21,434330,"2931577,50",0,"0,00",0,"0,00",0,"155906,70",1,"2299,80",22,"153,00",75,"73,30",71,"45,90",1044,"17,10",1353,"13,50",3633,"9,80",5665,"8,10",21243,"6,20",54569,"3,90"
2025,euromillions-financialdata-NL-2025.csv,2025-10-17,577620,"4178185,00",0,"0,00",0,"647213,60",0,"25210,70",3,"1273,30",34,"136,60",106,"57,80",95,"51,90",1876,"12,40",2176,"11,80",4555,"11,00",10323,"5,50",31875,"5,70",66877,"4,60"
2025,euromillions-financialdata-NL-2025.csv,2025-10-14,415171,"2750662,50",0,"0,00",0,"234121,90",2,"13679,50",1,"1311,00",43,"88,60",95,"50,30",97,"27,40",1072,"13,20",1842,"9,30",4589,"7,10",5896,"6,70",24342,"4,90",58495,"3,30"
2025,euromillions-financialdata-NL-2025.csv,2025-10-10,597053,"4326692,50",0,"29671390,00",0,"60131,50",0,"11891,60",3,"1301,30",62,"98,80",116,"56,60",184,"25,80",1577,"15,40",2706,"9,50",7859,"6,30",7726,"8,20",36748,"5,20",99701,"3,00"
2025,euromillions-financialdata-NL-2025.csv,2025-10-07,430410,"2858662,50",0,"0,00",0,"241122,50",0,"37569,50",2,"1595,70",21,"173,30",77,"56,30",56,"56,40",1354,"12,50",1290,"14,10",2966,"12,30",7505,"5,30",20499,"6,40",45229,"4,90"
2025,euromillions-financialdata-NL-2025.csv,2025-10-03,601563,"4380590,00",0,"29922038,00",0,"674530,30",0,"19706,10",4,"732,80",69,"91,80",181,"39,30",128,"34,40",2436,"10,60",2932,"9,10",5933,"8,50",11993,"5,60",38574,"5,00",81667,"3,80"
2025,euromillions-financialdata-NL-2025.csv,2025-09-30,438067,"2962517,50",0,"0,00",1,"62213,20",0,"58161,00",6,"770,80",30,"103,40",131,"36,90",70,"39,80",1868,"9,40",1888,"9,40",4161,"8,50",8984,"4,80",26868,"4,80",57215,"3,70"
2025,euromillions-financialdata-NL-2025.csv,2025-09-26,1049353,"9350312,50",1,"130000000,00",2,"95952,40",1,"15829,80",8,"891,70",145,"90,40",281,"54,10",428,"28,60",3956,"13,80",6067,"9,50",14405,"7,60",19535,"6,90",79223,"5,20",188054,"3,60"
2025,euromillions-financialdata-NL-2025.csv,2025-09-23,476037,"3334037,50",0,"0,00",0,"565440,80",0,"33038,20",6,"643,10",47,"85,70",139,"37,40",133,"30,20",1877,"10,20",2604,"7,70",5296,"7,20",8569,"5,50",33050,"4,40",68503,"3,50"
2025,euromillions-financialdata-NL-2025.csv,2025-09-19,625784,"4672357,50",0,"0,00",0,"700266,50",0,"32732,70",0,"1416,00",53,"138,70",107,"71,70",109,"43,10",1542,"18,20",2448,"12,70",5807,"9,30",8070,"8,70",36653,"5,90",89296,"3,80"
2025,euromillions-financialdata-NL-2025.csv,2025-09-16,442708,"3013555,00",0,"0,00",0,"265444,10",0,"41359,10",2,"1486,40",31,"131,30",78,"62,10",78,"42,90",1166,"14,50",1649,"10,80",3636,"9,80",6144,"6,80",25066,"5,10",54154,"4,00"
