draw_date,ball_machine,ball_set,draw_order_1,draw_order_2,draw_order_3,draw_order_4,draw_order_5,star_order_1,star_order_2,source_url,metadata_status,fetched_at
2025-08-26,,,26,,,,,,,https://www.lottery.co.uk/euromillions/results-26-08-2025,parsed_no_machine_fields,2026-06-04T15:12:18.426325+00:00
2025-08-29,,,29,,,,,,,https://www.lottery.co.uk/euromillions/results-29-08-2025,parsed_no_machine_fields,2026-06-04T15:12:18.998866+00:00
2025-09-02,,,2,,,,,,,https://www.lottery.co.uk/euromillions/results-02-09-2025,parsed_no_machine_fields,2026-06-04T15:12:19.569386+00:00
2025-09-05,,,5,,,,,,,https://www.lottery.co.uk/euromillions/results-05-09-2025,parsed_no_machine_fields,2026-06-04T15:12:20.138393+00:00
2025-09-09,,,9,,,,,,,https://www.lottery.co.uk/euromillions/results-09-09-2025,parsed_no_machine_fields,2026-06-04T15:12:20.646297+00:00
2025-09-12,,,12,,,,,,,https://www.lottery.co.uk/euromillions/results-12-09-2025,parsed_no_machine_fields,2026-06-04T15:12:21.134244+00:00
2025-09-16,,,16,,,,,,,https://www.lottery.co.uk/euromillions/results-16-09-2025,parsed_no_machine_fields,2026-06-04T15:12:21.639798+00:00
2025-09-19,,,19,,,,,,,https://www.lottery.co.uk/euromillions/results-19-09-2025,parsed_no_machine_fields,2026-06-04T15:12:22.130156+00:00
2025-09-23,,,23,,,,,,,https://www.lottery.co.uk/euromillions/results-23-09-2025,parsed_no_machine_fields,2026-06-04T15:12:22.735767+00:00
2025-09-26,,,26,,,,,,,https://www.lottery.co.uk/euromillions/results-26-09-2025,parsed_no_machine_fields,2026-06-04T15:12:23.307976+00:00
2025-09-30,,,30,,,,,,,https://www.lottery.co.uk/euromillions/results-30-09-2025,parsed_no_machine_fields,2026-06-04T15:12:23.866553+00:00
2025-10-03,,,3,,,,,,,https://www.lottery.co.uk/euromillions/results-03-10-2025,parsed_no_machine_fields,2026-06-04T15:12:24.487662+00:00
2025-10-07,,,7,,,,,,,https://www.lottery.co.uk/euromillions/results-07-10-2025,parsed_no_machine_fields,2026-06-04T15:12:25.045557+00:00
2025-10-10,,,10,,,,,,,https://www.lottery.co.uk/euromillions/results-10-10-2025,parsed_no_machine_fields,2026-06-04T15:12:25.553759+00:00
2025-10-14,,,14,,,,,,,https://www.lottery.co.uk/euromillions/results-14-10-2025,parsed_no_machine_fields,2026-06-04T15:12:26.077047+00:00
2025-10-17,,,17,,,,,,,https://www.lottery.co.uk/euromillions/results-17-10-2025,parsed_no_machine_fields,2026-06-04T15:12:26.570905+00:00
2025-10-21,,,21,,,,,,,https://www.lottery.co.uk/euromillions/results-21-10-2025,parsed_no_machine_fields,2026-06-04T15:12:27.064772+00:00
2025-10-24,,,24,,,,,,,https://www.lottery.co.uk/euromillions/results-24-10-2025,parsed_no_machine_fields,2026-06-04T15:12:27.556481+00:00
2025-10-28,,,28,,,,,,,https://www.lottery.co.uk/euromillions/results-28-10-2025,parsed_no_machine_fields,2026-06-04T15:12:28.064349+00:00
2025-10-31,,,31,,,,,,,https://www.lottery.co.uk/euromillions/results-31-10-2025,parsed_no_machine_fields,2026-06-04T15:12:28.573186+00:00
2025-11-04,,,4,,,,,,,https://www.lottery.co.uk/euromillions/results-04-11-2025,parsed_no_machine_fields,2026-06-04T15:12:29.196600+00:00
2025-11-07,,,7,,,,,,,https://www.lottery.co.uk/euromillions/results-07-11-2025,parsed_no_machine_fields,2026-06-04T15:12:29.785405+00:00
2025-11-11,,,11,,,,,,,https://www.lottery.co.uk/euromillions/results-11-11-2025,parsed_no_machine_fields,2026-06-04T15:12:30.436997+00:00
2025-11-14,,,14,,,,,,,https://www.lottery.co.uk/euromillions/results-14-11-2025,parsed_no_machine_fields,2026-06-04T15:12:30.976551+00:00
2025-11-18,,,18,,,,,,,https://www.lottery.co.uk/euromillions/results-18-11-2025,parsed_no_machine_fields,2026-06-04T15:12:31.468061+00:00
2025-11-21,,,21,,,,,,,https://www.lottery.co.uk/euromillions/results-21-11-2025,parsed_no_machine_fields,2026-06-04T15:12:31.963711+00:00
2025-11-25,,,25,,,,,,,https://www.lottery.co.uk/euromillions/results-25-11-2025,parsed_no_machine_fields,2026-06-04T15:12:32.472702+00:00
2025-11-28,,,28,,,,,,,https://www.lottery.co.uk/euromillions/results-28-11-2025,parsed_no_machine_fields,2026-06-04T15:12:32.965141+00:00
2025-12-02,,,2,,,,,,,https://www.lottery.co.uk/euromillions/results-02-12-2025,parsed_no_machine_fields,2026-06-04T15:12:33.476655+00:00
2025-12-05,,,5,,,,,,,https://www.lottery.co.uk/euromillions/results-05-12-2025,parsed_no_machine_fields,2026-06-04T15:12:33.968349+00:00
2025-12-09,,,9,,,,,,,https://www.lottery.co.uk/euromillions/results-09-12-2025,parsed_no_machine_fields,2026-06-04T15:12:34.508591+00:00
2025-12-12,,,12,,,,,,,https://www.lottery.co.uk/euromillions/results-12-12-2025,parsed_no_machine_fields,2026-06-04T15:12:35.044000+00:00
2025-12-16,,,16,,,,,,,https://www.lottery.co.uk/euromillions/results-16-12-2025,parsed_no_machine_fields,2026-06-04T15:12:35.635589+00:00
2025-12-19,,,19,,,,,,,https://www.lottery.co.uk/euromillions/results-19-12-2025,parsed_no_machine_fields,2026-06-04T15:12:36.173846+00:00
2025-12-23,,,23,,,,,,,https://www.lottery.co.uk/euromillions/results-23-12-2025,parsed_no_machine_fields,2026-06-04T15:12:36.711656+00:00
2025-12-26,,,26,,,,,,,https://www.lottery.co.uk/euromillions/results-26-12-2025,parsed_no_machine_fields,2026-06-04T15:12:37.201355+00:00
2025-12-30,,,30,,,,,,,https://www.lottery.co.uk/euromillions/results-30-12-2025,parsed_no_machine_fields,2026-06-04T15:12:37.707600+00:00
2026-01-02,,,2,,,,,,,https://www.lottery.co.uk/euromillions/results-02-01-2026,parsed_no_machine_fields,2026-06-04T15:12:38.198802+00:00
2026-01-06,,,6,,,,,,,https://www.lottery.co.uk/euromillions/results-06-01-2026,parsed_no_machine_fields,2026-06-04T15:12:38.674178+00:00
2026-01-09,,,9,,,,,,,https://www.lottery.co.uk/euromillions/results-09-01-2026,parsed_no_machine_fields,2026-06-04T15:12:39.180638+00:00
2026-01-13,,,13,,,,,,,https://www.lottery.co.uk/euromillions/results-13-01-2026,parsed_no_machine_fields,2026-06-04T15:12:39.672143+00:00
2026-01-16,,,16,,,,,,,https://www.lottery.co.uk/euromillions/results-16-01-2026,parsed_no_machine_fields,2026-06-04T15:12:40.164044+00:00
2026-01-20,,,20,,,,,,,https://www.lottery.co.uk/euromillions/results-20-01-2026,parsed_no_machine_fields,2026-06-04T15:12:40.769333+00:00
2026-01-23,,,23,,,,,,,https://www.lottery.co.uk/euromillions/results-23-01-2026,parsed_no_machine_fields,2026-06-04T15:12:41.358933+00:00
2026-01-27,,,27,,,,,,,https://www.lottery.co.uk/euromillions/results-27-01-2026,parsed_no_machine_fields,2026-06-04T15:12:42.012033+00:00
2026-01-30,,,30,,,,,,,https://www.lottery.co.uk/euromillions/results-30-01-2026,parsed_no_machine_fields,2026-06-04T15:12:42.617882+00:00
2026-02-03,,,3,,,,,,,https://www.lottery.co.uk/euromillions/results-03-02-2026,parsed_no_machine_fields,2026-06-04T15:12:43.158399+00:00
2026-02-06,,,6,,,,,,,https://www.lottery.co.uk/euromillions/results-06-02-2026,parsed_no_machine_fields,2026-06-04T15:12:43.635587+00:00
2026-02-10,,,10,,,,,,,https://www.lottery.co.uk/euromillions/results-10-02-2026,parsed_no_machine_fields,2026-06-04T15:12:44.126889+00:00
2026-02-13,,,13,,,,,,,https://www.lottery.co.uk/euromillions/results-13-02-2026,parsed_no_machine_fields,2026-06-04T15:12:44.604396+00:00
2026-02-17,,,17,,,,,,,https://www.lottery.co.uk/euromillions/results-17-02-2026,parsed_no_machine_fields,2026-06-04T15:12:45.097542+00:00
2026-02-20,,,20,,,,,,,https://www.lottery.co.uk/euromillions/results-20-02-2026,parsed_no_machine_fields,2026-06-04T15:12:45.588166+00:00
2026-02-24,,,24,,,,,,,https://www.lottery.co.uk/euromillions/results-24-02-2026,parsed_no_machine_fields,2026-06-04T15:12:46.079859+00:00
2026-02-27,,,27,,,,,,,https://www.lottery.co.uk/euromillions/results-27-02-2026,parsed_no_machine_fields,2026-06-04T15:12:46.620741+00:00
2026-03-03,,,3,,,,,,,https://www.lottery.co.uk/euromillions/results-03-03-2026,parsed_no_machine_fields,2026-06-04T15:12:47.214391+00:00
2026-03-06,,,6,,,,,,,https://www.lottery.co.uk/euromillions/results-06-03-2026,parsed_no_machine_fields,2026-06-04T15:12:47.851930+00:00
2026-03-10,,,10,,,,,,,https://www.lottery.co.uk/euromillions/results-10-03-2026,parsed_no_machine_fields,2026-06-04T15:12:48.552551+00:00
2026-03-13,,,13,,,,,,,https://www.lottery.co.uk/euromillions/results-13-03-2026,parsed_no_machine_fields,2026-06-04T15:12:49.131268+00:00
2026-03-17,,,17,,,,,,,https://www.lottery.co.uk/euromillions/results-17-03-2026,parsed_no_machine_fields,2026-06-04T15:12:49.653228+00:00
2026-03-20,,,20,,,,,,,https://www.lottery.co.uk/euromillions/results-20-03-2026,parsed_no_machine_fields,2026-06-04T15:12:50.148722+00:00
2026-03-24,,,24,,,,,,,https://www.lottery.co.uk/euromillions/results-24-03-2026,parsed_no_machine_fields,2026-06-04T15:12:50.666784+00:00
2026-03-27,,,27,,,,,,,https://www.lottery.co.uk/euromillions/results-27-03-2026,parsed_no_machine_fields,2026-06-04T15:12:51.164204+00:00
2026-03-31,,,31,,,,,,,https://www.lottery.co.uk/euromillions/results-31-03-2026,parsed_no_machine_fields,2026-06-04T15:12:51.651391+00:00
2026-04-03,,,3,,,,,,,https://www.lottery.co.uk/euromillions/results-03-04-2026,parsed_no_machine_fields,2026-06-04T15:12:52.243689+00:00
2026-04-07,,,7,,,,,,,https://www.lottery.co.uk/euromillions/results-07-04-2026,parsed_no_machine_fields,2026-06-04T15:12:52.855214+00:00
2026-04-10,,,10,,,,,,,https://www.lottery.co.uk/euromillions/results-10-04-2026,parsed_no_machine_fields,2026-06-04T15:12:53.462033+00:00
2026-04-14,,,14,,,,,,,https://www.lottery.co.uk/euromillions/results-14-04-2026,parsed_no_machine_fields,2026-06-04T15:12:54.082596+00:00
2026-04-17,,,17,,,,,,,https://www.lottery.co.uk/euromillions/results-17-04-2026,parsed_no_machine_fields,2026-06-04T15:12:54.575208+00:00
2026-04-21,,,21,,,,,,,https://www.lottery.co.uk/euromillions/results-21-04-2026,parsed_no_machine_fields,2026-06-04T15:12:55.098525+00:00
2026-04-24,,,24,,,,,,,https://www.lottery.co.uk/euromillions/results-24-04-2026,parsed_no_machine_fields,2026-06-04T15:12:55.590006+00:00
2026-04-28,,,28,,,,,,,https://www.lottery.co.uk/euromillions/results-28-04-2026,parsed_no_machine_fields,2026-06-04T15:12:56.096814+00:00
2026-05-01,,,1,,,,,,,https://www.lottery.co.uk/euromillions/results-01-05-2026,parsed_no_machine_fields,2026-06-04T15:12:56.586650+00:00
2026-05-05,,,5,,,,,,,https://www.lottery.co.uk/euromillions/results-05-05-2026,parsed_no_machine_fields,2026-06-04T15:12:57.076922+00:00
2026-05-08,,,8,,,,,,,https://www.lottery.co.uk/euromillions/results-08-05-2026,parsed_no_machine_fields,2026-06-04T15:12:57.633259+00:00
2026-05-12,,,12,,,,,,,https://www.lottery.co.uk/euromillions/results-12-05-2026,parsed_no_machine_fields,2026-06-04T15:12:58.156387+00:00
2026-05-15,,,15,,,,,,,https://www.lottery.co.uk/euromillions/results-15-05-2026,parsed_no_machine_fields,2026-06-04T15:12:58.777302+00:00
2026-05-19,,,19,,,,,,,https://www.lottery.co.uk/euromillions/results-19-05-2026,parsed_no_machine_fields,2026-06-04T15:12:59.364408+00:00
2026-05-22,,,22,,,,,,,https://www.lottery.co.uk/euromillions/results-22-05-2026,parsed_no_machine_fields,2026-06-04T15:12:59.910303+00:00
2026-05-26,,,26,,,,,,,https://www.lottery.co.uk/euromillions/results-26-05-2026,parsed_no_machine_fields,2026-06-04T15:13:00.498860+00:00
2026-05-29,,,29,,,,,,,https://www.lottery.co.uk/euromillions/results-29-05-2026,parsed_no_machine_fields,2026-06-04T15:13:00.983733+00:00
2026-06-02,,,2,,,,,,,https://www.lottery.co.uk/euromillions/results-02-06-2026,parsed_no_machine_fields,2026-06-04T15:13:01.477718+00:00
